student_name,tel,address,school,grade,tel,status
姚善彰,0929333960,新北市三重區正義北路85號10樓,台北市立大理高級中學,三年級,0938187072,已離開
許堇懷,0972899525,彰化縣二水鄉英義路100號,新北市立淡水高級中學,二年級,0950212633,
鄭召璟,0921157926,臺北市大安區信義路４段78號2樓,台北市立華岡高級中學,三年級,0906430728,
陳世暉,0952187792,花蓮縣壽豐鄉豐坪路３段12號,新北市立淡水高級中學,三年級,0952512595,
黃嚴達,0930005581,新北市八里區商港六路61號,新北市立鶯歌高級中學,三年級,0958424040,
石希鳳,0911443399,屏東縣內埔鄉嘉應路北三巷28號,新北市立三峽高級中學,一年級,0959369770,
許貴駱,0960707566,桃園市楊梅區獅三路22號之14,新北市立板橋高級中學,一年級,0948086006,
黃菲飄,0918418797,宜蘭縣宜蘭市民權路１段46號,新北市立金山高級中學,三年級,0983132492,
陳堯語,0952105064,彰化縣伸港鄉線工北三路67號2樓,新北市立三芝高級中學,三年級,0967267177,
王淼鑾,0922214081,嘉義縣番路鄉平49號,台北市立第一女子高級中學,一年級,0941153319,
羅奕理,0952375554,桃園市楊梅區新富十三街41號10樓之19,新北市立新北高級中學,三年級,0939430615,
蔡可瓊,0953240887,彰化縣福興鄉番婆街94號,新北市立中和高級中學,三年級,0938277699,
柯正芯,0972835014,新竹縣竹北市嘉豐十路90號4樓,新北市立淡水高級中學,三年級,0901041374,
汪希楠,0939896200,臺南市歸仁區仁愛八街74號,新北市立金山高級中學,一年級,0930035112,
彭初玟,0938506778,嘉義市西區文華街49號之1,新北市立林口高級中學,一年級,0984537570,
陳嘉臻,0910825539,高雄市路竹區新興路88號2樓,新北市立新店高級中學,三年級,0967081373,
侯嶽濤,0931967401,金門縣金寧鄉埔邊89號12樓,新北市立林口高級中學,一年級,0999227738,
蔡一瑛,0934546445,高雄市楠梓區榮新街20號,新北市立新店高級中學,二年級,0987378169,
林于榕,0952997959,臺中市梧棲區中橫十二路15號2樓之16,台北市立大理高級中學,三年級,0982101731,
翁巖靖,0970824725,彰化縣花壇鄉光明路27號4樓,新北市立新莊高中,一年級,0959564148,
黃強瞻,0925296766,臺中市北屯區瀋陽路１段100號,台北市立松山高級中學,三年級,0912650840,已離開
劉晤温,0911487898,苗栗縣苗栗市橫車路10號,新北市立鶯歌高級中學,二年級,0902568272,
連冠勳,0926916433,高雄市橋頭區林頭路自立巷13號,新北市立林口高級中學,三年級,0990097566,
陳媗瑜,0922445836,苗栗縣竹南鎮光復路69號,新北市立新莊高級中學,一年級,0989962796,
胡保磊,0932083118,高雄市田寮區崇德路山頂巷39號,台北市立景美高級中學,一年級,0957966217,
鐘寒帆,0916398127,臺中市南屯區大英街60號,新北市立三峽高級中學,一年級,0949043703,
梁珈瑾,0919728682,臺中市大里區五福三街21號之5,台北市立南港高級中學,三年級,0952712374,已離開
謝俊少,0923588919,臺南市仁德區民生路42號,新北市立五股高級中學,一年級,0944681327,
田東楷,0932662784,彰化縣彰化市彰南路１段22號,新北市立林口高級中學,三年級,0928153869,
張子璟,0915368685,高雄市小港區高坪十街2號,新北市立新莊高級中學,三年級,0980355014,
王詠雯,0917581486,桃園市楊梅區民隆路84號,新北市立鶯歌高級中學,一年級,0918119207,
姜勛諄,0931002805,新北市坪林區粗石斛74號,新北市立瑞芳高級中學,三年級,0961412193,
劉妍宥,0953990510,屏東縣屏東市萬川巷17號8樓,新北市立鶯歌高級中學,二年級,0942724497,
楊泛玫,0933474500,臺南市東區裕敬路91號,台北市立大同高級中學,二年級,0964941992,
龔江皓,0970945704,桃園市平鎮區平東路81號8樓,新北市立淡水高級中學,一年級,0968403917,
嚴政郁,0935601800,嘉義市東區幼獅路1號8樓,台北市立華岡高級中學,三年級,0992464058,
卓旻濮,0970410954,新竹市北區磐石路84號,台北市立大同高級中學,一年級,0992705081,
黃然豐,0968618446,苗栗縣通霄鎮烏眉路11號,新北市立鶯歌高級中學,一年級,0912989835,
徐君容,0912060620,高雄市岡山區岡山北路23號,台北市立大理高級中學,二年級,0927607753,
楊影清,0939295545,嘉義縣新港鄉西庄2號,新北市立土城高級中學,一年級,0988348128,
巫曄盈,0987961314,桃園市平鎮區金陵路３段33號4樓之3,台北市立大理高級中學,三年級,0936431059,
許淑瑾,0972130773,屏東縣高樹鄉山下路14號11樓,新北市立三重高級中學,二年級,0974160117,
曾強洋,0928646266,高雄市前鎮區佛西街22號,新北市立新莊高中,二年級,0939525030,已離開
林威諄,0914971734,桃園市八德區廟後街83號11樓,新北市立三峽高級中學,二年級,0904305948,
范千常,0917210126,雲林縣斗六市竹興路72號之10,台北市立大同高級中學,一年級,0908505568,
洪全舒,0912355253,宜蘭縣五結鄉五結中路１段95號之9,新北市立深坑高級中學,二年級,0970979389,
王沐立,0921463562,雲林縣東勢鄉成功街40號,新北市立五股高級中學,三年級,0922322267,
陳健豐,0910443554,桃園市楊梅區伯公二路47號,新北市立土城高級中學,二年級,0940504948,已離開
邱賢運,0972836901,臺南市白河區中正路12號之6,台北市立大同高級中學,一年級,0973157980,
洪夕華,0968276414,桃園市龜山區科技一路3號,私立薇閣高級中學,二年級,0937938917,
黎先綺,0915448221,桃園市桃園區光明街94號之16,私立薇閣高級中學,三年級,0952629551,
陳記語,0914828573,屏東縣屏東市正陽街55號11樓,新北市立新莊高級中學,一年級,0979236522,
陳茜茹,0922424037,彰化縣鹿港鎮鹿興路49號,新北市立中和高級中學,一年級,0936917290,
程容秀,0935208833,臺南市東區崇明十六街96號,新北市立三重高級中學,二年級,0985232537,
許榕黛,0925396901,臺北市大安區大安路１段64號,新北市立新北高級中學,二年級,0943462738,
孫俞光,0925313915,臺中市外埔區大馬路95號,台北市立中正高級中學,一年級,0950166823,
曾穎辰,0961226838,苗栗縣苗栗市文福86號,台北市立大直高級中學,二年級,0961622445,
姚叡業,0982526626,苗栗縣頭份市中山路100號,新北市立瑞芳高級中學,三年級,0992907576,
楊淳霞,0987702525,高雄市前鎮區衙梅三街67號之7,台北市立實踐高級中學,三年級,0970762065,
曾健孝,0953871326,臺中市南屯區大墩十四街6號之13,台北市立大同高級中學,三年級,0991142534,
魏宇賢,0924038542,高雄市小港區松愛街60號之16,台北市立南港高級中學,一年級,0994171661,
金理雷,0982633561,桃園市桃園區忠孝街53號之17,新北市立新店高級中學,一年級,0965835537,
楊秉穎,0919522664,臺北市大安區忠孝東路３段79號8樓,新北市立樹林高級中學,三年級,0914000812,
趙悦芳,0913039426,高雄市鳳山區華興街44號5樓,新北市立深坑高級中學,二年級,0908687762,
馮凡軒,0939703524,花蓮縣新城鄉康樂34號4樓,新北市立淡水高級中學,二年級,0938868550,
曹森銘,0922229695,臺中市南區永和街74號,新北市立瑞芳高級中學,二年級,0959931803,已離開
陳浚騏,0916843357,桃園市中壢區遠東路68號,台北市立建國高級中學,二年級,0941563617,
陳又真,0920202791,臺北市北投區石牌路２段33號4樓,台北市立景美高級中學,三年級,0992965755,
胡泰海,0970313783,屏東縣車城鄉新生路93號,台北市立第一女子高級中學,三年級,0954350176,
吳升辰,0988028151,嘉義市西區永康二街7號,台北市立大安高級中學,二年級,0934714214,
鍾謹雷,0936353022,彰化縣秀水鄉復新街86號3樓之7,台北市立華岡高級中學,三年級,0911713424,
魏思成,0924044362,臺南市麻豆區安業90號3樓,私立薇閣高級中學,三年級,0949352645,
許保巖,0971909466,臺北市松山區延壽街79號之7,台北市立南港高級中學,二年級,0918782084,
張庭肇,0924132564,金門縣烈嶼鄉庵頂95號,新北市立新莊高級中學,二年級,0906258204,
黃偉杭,0961652019,桃園市觀音區樹子58號之12,新北市立瑞芳高級中學,一年級,0980197998,
盧恩瀾,0939829556,新竹縣湖口鄉德美路100號,新北市立新莊高級中學,一年級,0979545062,
吳筠藝,0953169291,臺中市北屯區北平路４段30號,台北市立大安高級中學,一年級,0907246254,
錢姝笑,0933126741,高雄市鳳山區自由路16號,台北市立西松高級中學,一年級,0911909518,
袁夫興,0919957750,臺南市永康區興國街25號,新北市立新莊高中,二年級,0960742437,
陳義芸,0953152220,雲林縣斗六市大同路31號,新北市立土城高級中學,一年級,0906672993,
涂益眉,0972466038,臺中市豐原區仁洲街56號7樓,新北市立泰山高級中學,二年級,0943194522,
郭昭靈,0936341554,屏東縣新園鄉光復路100號8樓之15,台北市立南港高級中學,三年級,0992576824,
戴孝彤,0925347577,臺南市安南區青砂街１段13號,新北市立深坑高級中學,一年級,0913770031,
方姣芳,0971706433,雲林縣斗六市科班二路37號,台北市立大安高級中學,一年級,0998539479,
傅崇雲,0956424443,桃園市楊梅區市場街58號之12,新北市立板橋高級中學,二年級,0923506688,
袁夢雅,0968319714,臺中市西屯區福澤街42號之12,新北市立金山高級中學,二年級,0952988748,
蔡婕沫,0988495411,彰化縣社頭鄉和平三路89號,新北市立三峽高級中學,三年級,0911242089,
陳璐笑,0932473123,臺南市永康區大灣東路84號,新北市立深坑高級中學,三年級,0924812078,已離開
陳千諺,0986632157,臺北市中山區中原街34號,新北市立三芝高級中學,二年級,0931135224,
黃旭浩,0917699780,高雄市新興區林森一路49號,台北市立南港高級中學,一年級,0968865806,
施元洢,0936693369,臺南市安南區科技公園大道83號2樓,台北市立南港高級中學,二年級,0987383421,
彭方維,0961864042,臺北市士林區文昌路57號,新北市立樹林高級中學,一年級,0906418609,
范天彤,0914976775,臺北市松山區光復北路35號,新北市立新北高級中學,三年級,0995019035,
唐旭越,0927016576,高雄市旗山區北山巷51號,台北市立景美高級中學,三年級,0949613601,
賴葉鈺,0915627822,高雄市燕巢區角宿路18號2樓,新北市立土城高級中學,三年級,0947287180,
袁宗薇,0971194375,嘉義縣義竹鄉北港子13號,新北市立深坑高級中學,三年級,0974798424,
童君念,0931071487,金門縣金湖鎮復興路１段41號,新北市立新莊高中,二年級,0966198154,
范青鋅,0915745558,臺中市后里區甲后路１段30號2樓,台北市立華岡高級中學,一年級,0989307653,
金軒顏,0938054935,臺中市西屯區至善路80號,新北市立三峽高級中學,三年級,0949348043,已離開
梁嫣毓,0958587235,新竹縣新埔鎮大平窩93號4樓,台北市立第一女子高級中學,二年級,0950388784,已離開
張恩益,0934656108,高雄市三民區正忠路23號,台北市立南港高級中學,一年級,0935755058,
歐曼靄,0972907651,臺中市西屯區華美西街２段24號,台北市立大同高級中學,三年級,0982102216,
劉帆雅,0954210809,彰化縣竹塘鄉中興街45號之10,台北市立建國高級中學,一年級,0963284901,
林彥達,0937037092,高雄市前鎮區佛公路41號12樓之5,台北市立南港高級中學,一年級,0945242259,
陳珺瑾,0961244897,新北市土城區忠承路43號,台北市立大安高級中學,一年級,0929646156,
劉立靖,0960809804,宜蘭縣冬山鄉太和路88號之20,新北市立泰山高級中學,一年級,0941302441,
汪惠蕊,0988012252,高雄市左營區文萊路29號,新北市立瑞芳高級中學,三年級,0981242805,
林海詩,0955437758,桃園市桃園區幸福路51號,新北市立樹林高級中學,一年級,0976034782,
柯勁昱,0927548700,新竹縣竹北市白地街73號之1,台北市立南港高級中學,三年級,0920457570,
張冬碧,0929649445,臺東縣池上鄉中西二路40號,私立薇閣高級中學,三年級,0941262091,已離開
謝舒芬,0956628216,高雄市仁武區赤貴街7號9樓,台北市立南港高級中學,一年級,0925295847,
楊梓芷,0952848775,高雄市三民區中華二路24號,台北市立大理高級中學,三年級,0945794791,
黎淇藻,0914272362,新北市中和區泰和街71號10樓,新北市立中和高級中學,一年級,0907220730,
范康立,0955759950,臺南市南區金華路１段40號4樓之2,新北市立泰山高級中學,一年級,0910750639,
張霖驥,0917716826,臺北市信義區景雲街6號,新北市立板橋高級中學,二年級,0964105600,
許初昱,0914651955,高雄市鳳山區復興街32號之12,新北市立土城高級中學,一年級,0953849925,
劉承振,0911631981,宜蘭縣冬山鄉八仙路79號,新北市立中和高級中學,一年級,0987409998,已離開
王瑤雅,0935596072,臺東縣鹿野鄉瑞景路４段20號,台北市立和平高級中學,二年級,0930366334,
龔俠華,0970531674,臺中市太平區振福路41號,台北市立和平高級中學,三年級,0919530981,
李夫林,0971528840,桃園市中壢區青溪路１段30號,新北市立林口高級中學,一年級,0979180608,
汪冠杭,0918810933,高雄市橋頭區新興路新一巷8號之3,新北市立三峽高級中學,三年級,0990584241,
徐懷賢,0920842020,宜蘭縣三星鄉尚大路42號10樓,新北市立三重高級中學,二年級,0965066898,
陳晨瞻,0972241041,高雄市鳥松區本興路88號之5,台北市立和平高級中學,一年級,0952265962,
陳建昭,0988715351,基隆市信義區六和街86號,台北市立第一女子高級中學,二年級,0981171099,已離開
董祟郜,0938185908,新竹市香山區海埔五街57號,台北市立光明高級中學,三年級,0997149333,
鍾琦露,0928225269,新竹縣竹北市莊敬北路69號6樓,台北市立建國高級中學,二年級,0927074753,
陸宣彥,0955282312,高雄市前鎮區福民街45號,台北市立和平高級中學,三年級,0917783852,
廖宥水,0971403352,雲林縣斗六市同心街88號,台北市立和平高級中學,一年級,0943251279,已離開
黃嘉恆,0955747580,新北市泰山區半山雅67號6樓,台北市立大同高級中學,二年級,0915505809,
邱潤琛,0937929907,臺中市北屯區太和六街20號5樓,台北市立實踐高級中學,二年級,0978921957,
林淑竹,0986456386,彰化縣田中鎮新庄街72號,新北市立三芝高級中學,三年級,0933792677,
曾南姝,0929832516,高雄市岡山區溪西路36號,台北市立實踐高級中學,一年級,0996346767,
巫山鑫,0916748492,臺中市龍井區新興路東興巷79號7樓之4,台北市立建國高級中學,二年級,0937548963,
李峯政,0960622850,臺中市西屯區工業區十四路93號,台北市立實踐高級中學,一年級,0928844569,
羅瀾靜,0952321233,嘉義縣朴子市吉祥六街38號4樓之15,新北市立金山高級中學,一年級,0903230896,
戴真雅,0936263243,高雄市前鎮區西十二街74號11樓,新北市立淡水高級中學,二年級,0962231570,
阮子韋,0923412953,臺中市大里區好來三街13號之11,台北市立南港高級中學,三年級,0968645280,
卓蓁韜,0963555308,花蓮縣玉里鎮成功街29號,新北市立林口高級中學,三年級,0954305850,
古懿珂,0935191197,桃園市復興區嘎拉賀94號9樓,新北市立三芝高級中學,三年級,0960566307,
鄭卿華,0924507177,苗栗縣頭份市尖下77號,私立薇閣高級中學,二年級,0962460350,
錢諄雲,0987311894,基隆市中正區平一路30號6樓之14,新北市立新北高級中學,一年級,0943279439,
程影泉,0911224741,新竹縣峨眉鄉成功街78號,台北市立松山高級中學,一年級,0976643973,
蔡坤舟,0952321689,桃園市八德區大福街43號4樓,台北市立中正高級中學,一年級,0940205487,
劉海菁,0923171598,宜蘭縣羅東鎮倉前路45號之2,台北市立和平高級中學,三年級,0904342310,
林乾楚,0910924073,雲林縣斗六市斗六六路16號之7,台北市立實踐高級中學,一年級,0977630333,
黃佳愛,0922556696,屏東縣麟洛鄉俊賢街99號,台北市立和平高級中學,二年級,0931805433,
楊越鬆,0988661604,臺中市東區建成路83號之1,台北市立南港高級中學,三年級,0969218075,
曾依嘉,0970437810,彰化縣溪湖鎮弘農三街53號,新北市立樹林高級中學,三年級,0906270552,
許庸杭,0921576457,高雄市鳳山區二儀街3號之19,新北市立三峽高級中學,三年級,0962256826,
林于昭,0922264652,臺南市仁德區三甲一街74號12樓,新北市立樹林高級中學,二年級,0900114396,
阮晉欣,0924104994,花蓮縣富里鄉公埔路23號,新北市立土城高級中學,二年級,0914265604,
李謙韶,0954478677,臺南市東區裕華二街91號,新北市立三峽高級中學,二年級,0964200423,
王倫銘,0955674010,桃園市桃園區陽明十二街9號,台北市立景美高級中學,一年級,0987991917,
盧承豪,0916449014,桃園市桃園區同安街89號12樓,新北市立新北高級中學,三年級,0994865229,
林沐研,0917709022,臺北市大安區和平東路２段93號,新北市立樹林高級中學,一年級,0925747380,已離開
曹熙益,0989301752,新北市板橋區文聖街9號之4,台北市立松山高級中學,三年級,0906148711,
賴森鋭,0988644904,臺北市士林區仁民路99號,新北市立土城高級中學,一年級,0927552026,
黃承浚,0923762382,新北市中和區安樂路53號12樓,新北市立中和高級中學,一年級,0968973981,
翁恩遙,0910154783,新竹縣竹北市水瀧二街2號之2,新北市立鶯歌高級中學,一年級,0991184458,
童聰青,0936494843,臺中市北區陜西東一街38號10樓之19,新北市立瑞芳高級中學,二年級,0999392874,
賴悦緹,0933202573,澎湖縣馬公市桶盤23號3樓,新北市立新店高級中學,二年級,0933423004,
李恬旻,0935318087,新北市泰山區信華八街25號,新北市立新莊高中,二年級,0935672802,
韓孝盈,0916550004,苗栗縣西湖鄉田窩27號11樓,新北市立泰山高級中學,三年級,0972065321,
郭琴霞,0914056649,新北市三重區三和路２段28號12樓之11,新北市立三峽高級中學,一年級,0906733672,已離開
吳夕蕊,0956802314,苗栗縣造橋鄉乳姑山98號11樓之6,台北市立建國高級中學,二年級,0988324201,
唐哲坤,0935595415,臺中市大甲區東西六路１段96號5樓之16,新北市立五股高級中學,一年級,0911704800,
范升玉,0929214009,高雄市阿蓮區峰北34號12樓,新北市立新北高級中學,一年級,0942282375,
龔千曄,0958018559,宜蘭縣頭城鎮文化路35號,台北市立大直高級中學,一年級,0951396975,
王樂鷺,0922842949,嘉義縣東石鄉圍子內5號4樓,新北市立新北高級中學,一年級,0942679786,
李歆言,0911669064,彰化縣二林鎮名村巷41號9樓,新北市立淡水高級中學,一年級,0968740275,
吳展澤,0910147017,新北市土城區立德路65號,新北市立五股高級中學,一年級,0968033150,已離開
賴永綺,0921700746,高雄市鳳山區新富路57號,新北市立瑞芳高級中學,一年級,0922569957,已離開
呂中夕,0930869627,屏東縣長治鄉八德巷53號,新北市立新莊高級中學,一年級,0953947439,
蔡懷玟,0971615588,臺南市永康區正南三路22號,台北市立實踐高級中學,一年級,0943546512,
徐娟月,0987029783,宜蘭縣冬山鄉光華六路6號,新北市立樹林高級中學,三年級,0936974763,
黃美雅,0917084361,新竹市東區民生路79號12樓,新北市立瑞芳高級中學,一年級,0927820514,已離開
李慈菁,0918076760,臺中市北屯區和祥街9號,新北市立三芝高級中學,三年級,0986458312,
楊依秉,0952216772,臺南市中西區文賢路100號,新北市立三芝高級中學,二年級,0928707722,
阮元安,0921925412,臺南市中西區府緯街31號,台北市立和平高級中學,一年級,0945267256,
彭嘉智,0986383529,屏東縣屏東市福住巷21號,台北市立南港高級中學,一年級,0999660901,
唐召霜,0935801261,臺中市大里區甲堤十二街12號,新北市立新莊高中,二年級,0991369651,已離開
馮晉道,0923970425,新竹縣竹北市光明六路100號,新北市立土城高級中學,二年級,0952470470,
黃來嚴,0987876747,彰化縣溪州鄉俊仁路34號之10,新北市立土城高級中學,三年級,0967011248,
趙城秀,0932462519,新竹縣竹北市環北路１段3號,台北市立第一女子高級中學,二年級,0944235863,
王天奇,0956663630,屏東縣內埔鄉中寧路52號之8,台北市立松山高級中學,一年級,0955150483,
魏惠棋,0939153785,桃園市桃園區壽昌街10號,新北市立深坑高級中學,三年級,0932162097,已離開
黃暉霄,0915786936,雲林縣元長鄉下寮40號,新北市立林口高級中學,二年級,0955023171,
孫熹瑗,0912116542,桃園市觀音區桃科八路97號2樓,新北市立新莊高中,一年級,0925889363,
潘偲芮,0923543881,桃園市大溪區文化路28號,台北市立實踐高級中學,一年級,0946051699,
蔡景郜,0920279463,金門縣金城鎮東沙58號,新北市立淡水高級中學,二年級,0932683210,
陳任蓁,0913209466,嘉義縣溪口鄉溝明76號之13,新北市立新莊高級中學,三年級,0952963538,
姜名禧,0955124809,桃園市桃園區新埔一街82號2樓之1,台北市立第一女子高級中學,一年級,0935983815,
陳凰韻,0924767370,南投縣埔里鎮六合路92號6樓,台北市立大安高級中學,三年級,0924153691,
曾晶添,0917402620,臺中市西區府後街84號,台北市立中正高級中學,一年級,0979455865,
劉任鬆,0937260489,臺中市北屯區中清路２段61號10樓,新北市立中和高級中學,三年級,0961458982,
康倫鴻,0982794405,高雄市橋頭區甲昌路通山巷55號,新北市立三芝高級中學,三年級,0910980480,
李建緹,0913251916,雲林縣古坑鄉中山路永久巷76號5樓,新北市立中和高級中學,三年級,0977422726,
馮冬夕,0912111047,苗栗縣苗栗市永興38號3樓,新北市立鶯歌高級中學,三年級,0964813290,已離開
陳嬡微,0925602018,屏東縣鹽埔鄉民權路54號,新北市立三峽高級中學,一年級,0982039413,
邱和昕,0917612180,宜蘭縣冬山鄉鹿得五路70號7樓,台北市立松山高級中學,二年級,0971453748,
邵曉然,0917684592,嘉義縣民雄鄉立全新村23號12樓,新北市立瑞芳高級中學,三年級,0912561798,
許名英,0937099448,桃園市中壢區建國北路78號7樓,新北市立三重高級中學,三年級,0978789430,
許又宸,0938901449,屏東縣屏東市建國路7號之9,台北市立中正高級中學,三年級,0940480954,
邱媛藍,0972361809,新北市貢寮區復興街21號5樓,新北市立泰山高級中學,一年級,0987055199,
張圖書,0932609512,桃園市觀音區三座路87號之19,台北市立南港高級中學,三年級,0995978234,
蔡恩熙,0911737157,苗栗縣頭份市六合二村56號,台北市立中正高級中學,二年級,0914012681,
陳孝水,0927528209,彰化縣社頭鄉中山路２段77號之13,台北市立中山高級中學,一年級,0999741362,
劉喧玟,0935596788,宜蘭縣冬山鄉成興一路58號2樓,新北市立深坑高級中學,二年級,0943994519,
洪天蕾,0933774982,桃園市平鎮區南京路26號5樓,新北市立五股高級中學,一年級,0957906640,
黃建鬆,0956278178,金門縣金城鎮昔果山30號,台北市立第一女子高級中學,一年級,0926995609,
錢光雪,0954790158,臺中市西屯區大容東街89號2樓,新北市立三重高級中學,二年級,0945120902,
蔡卿飄,0958907555,嘉義縣竹崎鄉橄欖94號,台北市立華岡高級中學,一年級,0962114186,已離開
劉棋雯,0917941998,高雄市鼓山區西藏街74號,新北市立中和高級中學,三年級,0980194859,
張莘鈺,0923995196,屏東縣屏東市廈門街66號9樓,新北市立新莊高級中學,三年級,0926676373,
葉煥育,0928077278,臺中市大里區成功二路28號4樓,新北市立板橋高級中學,二年級,0939846072,
林思然,0927004297,屏東縣內埔鄉大同路３段73號之9,新北市立中和高級中學,二年級,0925327587,
陳裕谷,0938034216,臺南市中西區西和路12號8樓,新北市立深坑高級中學,二年級,0958174678,
薛真芊,0932097373,屏東縣佳冬鄉民學路33號,新北市立泰山高級中學,一年級,0917559397,
王媗媛,0928817653,臺中市北屯區東山路１段東興巷23號4樓之4,新北市立深坑高級中學,二年級,0945368165,
田榮禹,0918214054,金門縣金湖鎮中山路42號之8,新北市立新北高級中學,一年級,0963518944,
李廷斯,0924188940,彰化縣田中鎮斗中路１段74號,台北市立中山高級中學,一年級,0985164862,
馮子江,0917930066,嘉義縣太保市新安一街7號4樓之6,台北市立實踐高級中學,一年級,0901066068,
余峯禧,0987182253,桃園市楊梅區員笨96號,新北市立新店高級中學,三年級,0974405359,
鄭堇遠,0938273709,臺中市西區篤信街96號,新北市立三重高級中學,三年級,0935473228,
陳暉柏,0971318169,臺中市和平區雪山路42號12樓,台北市立大理高級中學,二年級,0937184229,
紀流融,0913222408,南投縣埔里鎮幸福巷15號7樓,台北市立景美高級中學,一年級,0968312299,
吳達鼎,0963640348,臺北市內湖區堤頂大道１段42號7樓,台北市立中正高級中學,二年級,0955849130,
王佑材,0987326782,宜蘭縣冬山鄉寶成路76號,台北市立建國高級中學,二年級,0927141886,
歐洢漩,0986828591,新竹縣竹東鎮柯湖路３段78號6樓,新北市立中和高級中學,一年級,0974356374,
鍾川諺,0924200912,雲林縣虎尾鎮成德五街51號,台北市立南港高級中學,二年級,0923753591,
蔡海詠,0933897527,新北市汐止區民族一街69號10樓,新北市立深坑高級中學,二年級,0924042981,
楊均姝,0934450540,桃園市楊梅區民安路74號之18,台北市立大理高級中學,一年級,0961976104,
蘇庸鳴,0988070326,高雄市前鎮區武慶一路78號,私立薇閣高級中學,一年級,0945880094,
徐樹禧,0910411511,屏東縣鹽埔鄉完成路99號,台北市立西松高級中學,一年級,0994212313,
邱昌浚,0918344364,桃園市蘆竹區龍安街３段11號,新北市立板橋高級中學,一年級,0924805649,
李婕緹,0989644028,南投縣埔里鎮民族二街21號9樓,新北市立三峽高級中學,一年級,0978112861,
楊懷毅,0913364622,彰化縣二林鎮金城巷33號,新北市立板橋高級中學,二年級,0912819177,
劉勵木,0982439004,桃園市中壢區金陵路46號,台北市立光明高級中學,一年級,0994112143,
楊達鴻,0933127413,桃園市楊梅區大平街75號,台北市立大理高級中學,二年級,0986201419,
蔡園永,0930827694,苗栗縣西湖鄉公館45號,台北市立實踐高級中學,二年級,0961270210,
鄭林記,0924559800,臺中市太平區興隆路47號之13,新北市立三芝高級中學,二年級,0943044406,
李樹許,0913063938,嘉義縣梅山鄉南勢坑95號,台北市立大安高級中學,三年級,0929648617,
阮力庭,0919856631,南投縣竹山鎮育英路94號,台北市立中山高級中學,二年級,0938722791,
江宇巖,0939011426,雲林縣虎尾鎮光明路30號,新北市立土城高級中學,三年級,0928283590,
藍新榕,0913189070,高雄市岡山區文化二街37號,台北市立西松高級中學,三年級,0970441634,
杜郜鋅,0972899303,宜蘭縣蘇澳鎮華山六巷41號7樓,台北市立第一女子高級中學,一年級,0911839078,
賴潤銘,0968230385,彰化縣社頭鄉三民路47號,台北市立實踐高級中學,三年級,0908208449,
黃曄盛,0982274299,新北市樹林區三福街69號之13,新北市立三芝高級中學,二年級,0985690486,
唐俠業,0918439408,臺中市西屯區西苑三街77號,台北市立景美高級中學,三年級,0930154340,
董秉鋒,0987045341,基隆市七堵區百六街53號,新北市立新莊高級中學,一年級,0985470009,
石瀾蕊,0987694148,高雄市燕巢區林厝巷89號,台北市立大同高級中學,二年級,0911195419,
陳洢玟,0937625697,彰化縣和美鎮永北路33號,新北市立淡水高級中學,三年級,0968344823,
阮邦陣,0955691784,花蓮縣豐濱鄉永豐48號,新北市立新北高級中學,二年級,0926375059,
龔葉郁,0924354903,桃園市中壢區興國路86號,新北市立中和高級中學,三年級,0984108565,
鍾晶歡,0960820305,新北市三重區力行路１段15號10樓,新北市立深坑高級中學,三年級,0924274009,已離開
薛楷諄,0960097482,新北市蘆洲區光榮路99號3樓之3,新北市立新北高級中學,三年級,0940374210,
廖晟運,0938086988,澎湖縣馬公市東文澳90號,新北市立新北高級中學,一年級,0946974127,
李利郜,0961990333,嘉義市西區康樂街97號,新北市立板橋高級中學,三年級,0994328335,
張昀泛,0939854008,臺中市神岡區中山路73號,台北市立松山高級中學,三年級,0990548345,
廖恆棟,0972552444,彰化縣田中鎮四維街20號6樓,新北市立五股高級中學,一年級,0944764797,
巫樹逸,0919508231,彰化縣芳苑鄉王功村仁愛巷99號,台北市立第一女子高級中學,一年級,0954819052,
程中聖,0917279020,彰化縣溪州鄉民生路１段10號之2,新北市立板橋高級中學,一年級,0912635623,
童子敬,0939568491,雲林縣口湖鄉中山路99號,新北市立金山高級中學,二年級,0904814177,
黃之珂,0932401656,新竹市香山區草漯街3號,新北市立三重高級中學,一年級,0941410245,
梁薇鬱,0931084747,臺北市信義區中坡南路6號9樓,新北市立中和高級中學,三年級,0963284274,
林琦萍,0929831584,雲林縣虎尾鎮成和三街44號4樓,台北市立建國高級中學,一年級,0902866514,
莊揚芯,0929699156,雲林縣大埤鄉松東26號,台北市立第一女子高級中學,三年級,0950282688,
王尚芝,0923800043,宜蘭縣頭城鎮外大溪路53號12樓之6,新北市立金山高級中學,三年級,0904945555,
朱春運,0954927058,臺南市永康區中正南路11號11樓,新北市立新北高級中學,三年級,0996243434,已離開
彭益禧,0916709362,花蓮縣吉安鄉自立路２段76號12樓之5,新北市立瑞芳高級中學,二年級,0933990923,
王濤蕾,0925595771,臺中市西區西屯路１段2號,新北市立中和高級中學,二年級,0997432048,
洪清騏,0917614340,高雄市三民區昭良街52號2樓,新北市立中和高級中學,三年級,0936067654,
童材楷,0956768823,苗栗縣苗栗市梅園38號9樓,新北市立林口高級中學,一年級,0996245820,已離開
趙致英,0987684519,彰化縣鹿港鎮鹿興路2號,台北市立和平高級中學,一年級,0999388621,已離開
