student_id,student_name,school,grade,tel,address,status
s_2022114,陳昱婷,台北市立建國高級中學,三年級,0982-950-847,台北市中正區忠孝西路一段120號,
s_2022115,蔡佳穎,台北市立第一女子高級中學,二年級,0972-440-581,新北市板橋區中山路一段200號,
s_2022116,吳柏翰,基隆市立中山高級中學,一年級,0930-792-320,台北市信義區松高路11號,
s_2022117,蔡柏翰,新北市立新店高級中學,二年級,0972-154-997,台北市中正區忠孝西路一段120號,
s_2022118,黃佳穎,台北市立建國高級中學,三年級,0931-567-870,基隆市仁愛區愛三路50號,
s_2022119,王家豪,台北市立建國高級中學,二年級,0972-727-365,台北市信義區松高路11號,
s_2022120,陳佳穎,台北市立建國高級中學,二年級,0982-532-107,基隆市仁愛區愛三路50號,
s_2022121,黃心妤,台北市立建國高級中學,一年級,0972-576-521,新北市板橋區中山路一段200號,
s_2022122,吳志豪,基隆市立中山高級中學,一年級,0911-234-292,基隆市中正區北寧路100號,
s_2022123,張志豪,台北市立建國高級中學,三年級,0912-162-884,台北市中正區忠孝西路一段120號,
s_2022124,蔡家豪,新北市立新店高級中學,二年級,0930-866-112,新北市板橋區中山路一段200號,
s_2022125,吳昀潔,台北市立建國高級中學,三年級,0982-915-256,新北市永和區永和路一段100號,
s_2022126,劉昀潔,基隆市立中山高級中學,三年級,0910-864-289,基隆市仁愛區愛三路50號,
s_2022127,吳昀潔,基隆市立中山高級中學,二年級,0912-142-364,台北市信義區松高路11號,
s_2022128,吳志豪,台北市立建國高級中學,一年級,0930-257-157,基隆市中正區北寧路100號,
s_2022129,蔡志豪,新北市立新店高級中學,二年級,0982-235-422,台北市中正區忠孝西路一段120號,
s_2022130,吳佳穎,新北市立新店高級中學,二年級,0972-504-600,基隆市中正區北寧路100號,
s_2022131,李思涵,新北市立新店高級中學,一年級,0911-480-215,台北市中正區忠孝西路一段120號,
s_2022132,楊佳穎,新北市立新店高級中學,三年級,0982-989-758,新北市永和區永和路一段100號,
s_2022133,張心妤,台北市立第一女子高級中學,一年級,0982-342-286,新北市永和區永和路一段100號,
s_2022134,李怡君,台北市立第一女子高級中學,一年級,0992-877-776,基隆市仁愛區愛三路50號,
s_2022135,吳心妤,新北市立新店高級中學,一年級,0972-153-949,新北市永和區永和路一段100號,
s_2022136,陳佳穎,新北市立新店高級中學,二年級,0972-221-406,新北市板橋區中山路一段200號,
s_2022137,張志豪,基隆市立中山高級中學,一年級,0972-826-691,台北市信義區松高路11號,
s_2022138,楊柏翰,基隆市立中山高級中學,三年級,0911-586-711,新北市永和區永和路一段100號,
s_2022139,劉思涵,新北市立新店高級中學,二年級,0972-240-607,台北市信義區松高路11號,
s_2022140,張昀潔,台北市立第一女子高級中學,二年級,0992-467-670,台北市信義區松高路11號,
s_2022141,林柏翰,新北市立新店高級中學,一年級,0982-544-876,基隆市中正區北寧路100號,
s_2022142,王佳穎,台北市立建國高級中學,一年級,0912-142-601,新北市板橋區中山路一段200號,
s_2022143,李怡君,台北市立第一女子高級中學,三年級,0992-247-581,基隆市中正區北寧路100號,
s_2022144,劉志豪,台北市立建國高級中學,二年級,0992-332-874,台北市信義區松高路11號,
s_2022145,黃心妤,台北市立建國高級中學,二年級,0930-215-752,新北市永和區永和路一段100號,
s_2022146,王心妤,台北市立建國高級中學,三年級,0952-953-800,台北市中正區忠孝西路一段120號,
s_2022147,陳柏翰,新北市立新店高級中學,一年級,0930-142-650,台北市中正區忠孝西路一段120號,
s_2022148,王冠宇,台北市立第一女子高級中學,一年級,0930-279-427,台北市中正區忠孝西路一段120號,
s_2022149,黃家豪,新北市立新店高級中學,一年級,0982-235-749,基隆市仁愛區愛三路50號,
s_2022150,陳冠宇,基隆市立中山高級中學,一年級,0992-508-281,台北市中正區忠孝西路一段120號,
s_2022151,李思涵,台北市立建國高級中學,三年級,0982-596-617,基隆市中正區北寧路100號,
s_2022152,李怡君,台北市立建國高級中學,一年級,0912-149-386,基隆市中正區北寧路100號,
s_2022153,林佳穎,台北市立第一女子高級中學,二年級,0910-828-558,新北市板橋區中山路一段200號,
s_2022154,張家豪,台北市立第一女子高級中學,二年級,0972-221-729,基隆市仁愛區愛三路50號,
s_2022155,王志豪,台北市立第一女子高級中學,一年級,0912-383-913,新北市永和區永和路一段100號,
s_2022156,王志豪,台北市立建國高級中學,二年級,0911-616-944,新北市永和區永和路一段100號,
s_2022157,陳冠宇,台北市立建國高級中學,一年級,0982-587-359,基隆市仁愛區愛三路50號,
s_2022158,蔡怡君,台北市立建國高級中學,三年級,0952-643-591,台北市中正區忠孝西路一段120號,
s_2022159,李昱婷,台北市立第一女子高級中學,三年級,0952-773-736,台北市中正區忠孝西路一段120號,
s_2022160,楊冠宇,台北市立第一女子高級中學,二年級,0952-997-990,新北市板橋區中山路一段200號,
s_2022161,張心妤,台北市立建國高級中學,三年級,0912-429-994,基隆市仁愛區愛三路50號,
s_2022162,劉冠宇,基隆市立中山高級中學,三年級,0931-831-855,基隆市中正區北寧路100號,
s_2022163,劉思涵,台北市立建國高級中學,一年級,0912-703-575,新北市板橋區中山路一段200號,
s_2022164,李佳穎,台北市立第一女子高級中學,二年級,0910-923-825,新北市永和區永和路一段100號,
s_2022165,陳柏翰,台北市立第一女子高級中學,一年級,0972-457-183,基隆市中正區北寧路100號,
s_2022166,張昀潔,台北市立第一女子高級中學,二年級,0912-875-391,基隆市仁愛區愛三路50號,
s_2022167,林柏翰,新北市立新店高級中學,三年級,0952-196-234,新北市板橋區中山路一段200號,
s_2022168,楊心妤,台北市立第一女子高級中學,三年級,0930-159-339,基隆市中正區北寧路100號,
s_2022169,楊佳穎,新北市立新店高級中學,二年級,0930-300-863,基隆市中正區北寧路100號,
s_2022170,蔡冠宇,新北市立新店高級中學,三年級,0931-977-247,台北市中正區忠孝西路一段120號,
s_2022171,李思涵,基隆市立中山高級中學,三年級,0992-486-321,台北市信義區松高路11號,
s_2022172,林家豪,基隆市立中山高級中學,一年級,0911-586-235,台北市中正區忠孝西路一段120號,
s_2022173,張志豪,台北市立建國高級中學,一年級,0972-860-630,基隆市仁愛區愛三路50號,
s_2022174,王怡君,台北市立建國高級中學,三年級,0911-935-930,新北市板橋區中山路一段200號,
s_2022175,蔡冠宇,台北市立建國高級中學,三年級,0982-136-985,新北市永和區永和路一段100號,
s_2022176,吳思涵,新北市立新店高級中學,二年級,0972-162-126,新北市板橋區中山路一段200號,
s_2022177,陳昱婷,新北市立新店高級中學,三年級,0992-125-295,台北市中正區忠孝西路一段120號,
s_2022178,陳冠宇,台北市立第一女子高級中學,二年級,0912-893-486,新北市板橋區中山路一段200號,
s_2022179,林柏翰,新北市立新店高級中學,三年級,0911-964-490,新北市板橋區中山路一段200號,
s_2022180,王心妤,基隆市立中山高級中學,三年級,0910-772-148,台北市中正區忠孝西路一段120號,
s_2022181,陳怡君,台北市立建國高級中學,一年級,0992-253-401,台北市信義區松高路11號,
s_2022182,蔡佳穎,新北市立新店高級中學,二年級,0910-423-182,新北市板橋區中山路一段200號,
s_2022183,張昀潔,台北市立建國高級中學,一年級,0911-820-115,台北市信義區松高路11號,
s_2022184,劉佳穎,基隆市立中山高級中學,二年級,0931-675-453,新北市板橋區中山路一段200號,
s_2022185,陳昱婷,台北市立第一女子高級中學,二年級,0930-109-289,新北市永和區永和路一段100號,
s_2022186,楊冠宇,基隆市立中山高級中學,一年級,0912-963-691,新北市永和區永和路一段100號,
s_2022187,蔡昀潔,台北市立第一女子高級中學,一年級,0982-104-762,新北市永和區永和路一段100號,
s_2022188,楊怡君,台北市立建國高級中學,一年級,0910-709-479,台北市中正區忠孝西路一段120號,
s_2022189,黃思涵,台北市立第一女子高級中學,一年級,0910-831-959,基隆市中正區北寧路100號,
s_2022190,劉思涵,基隆市立中山高級中學,三年級,0992-539-631,新北市永和區永和路一段100號,
s_2022191,王心妤,台北市立第一女子高級中學,三年級,0931-636-460,基隆市中正區北寧路100號,
s_2022192,張思涵,新北市立新店高級中學,一年級,0912-953-334,基隆市中正區北寧路100號,
s_2022193,王昱婷,基隆市立中山高級中學,三年級,0930-244-343,新北市永和區永和路一段100號,
s_2022194,吳昱婷,基隆市立中山高級中學,二年級,0992-580-702,台北市信義區松高路11號,
s_2022195,陳柏翰,基隆市立中山高級中學,三年級,0972-793-715,台北市信義區松高路11號,
s_2022196,劉冠宇,台北市立第一女子高級中學,三年級,0952-153-285,新北市板橋區中山路一段200號,
s_2022197,蔡昱婷,基隆市立中山高級中學,三年級,0952-801-421,新北市永和區永和路一段100號,
s_2022198,劉怡君,台北市立第一女子高級中學,一年級,0952-434-998,台北市中正區忠孝西路一段120號,
s_2022199,王家豪,新北市立新店高級中學,二年級,0972-679-318,新北市永和區永和路一段100號,
s_2022200,吳家豪,新北市立新店高級中學,三年級,0931-694-322,台北市中正區忠孝西路一段120號,
s_2022201,吳家豪,台北市立建國高級中學,二年級,0912-137-130,基隆市仁愛區愛三路50號,
s_2022202,蔡家豪,台北市立建國高級中學,二年級,0911-846-459,基隆市仁愛區愛三路50號,
s_2022203,吳家豪,基隆市立中山高級中學,二年級,0952-798-265,基隆市仁愛區愛三路50號,
s_2022204,楊昱婷,台北市立建國高級中學,一年級,0912-518-534,新北市永和區永和路一段100號,
s_2022205,李柏翰,台北市立建國高級中學,一年級,0931-949-367,台北市信義區松高路11號,
s_2022206,劉冠宇,基隆市立中山高級中學,二年級,0931-595-155,新北市板橋區中山路一段200號,
s_2022207,蔡家豪,台北市立建國高級中學,二年級,0911-530-709,新北市永和區永和路一段100號,
s_2022208,楊志豪,台北市立第一女子高級中學,三年級,0910-596-817,新北市板橋區中山路一段200號,
s_2022209,林思涵,台北市立第一女子高級中學,三年級,0952-460-395,台北市信義區松高路11號,
s_2022210,林心妤,台北市立建國高級中學,三年級,0992-243-665,台北市中正區忠孝西路一段120號,
s_2022211,陳柏翰,基隆市立中山高級中學,二年級,0982-177-992,新北市永和區永和路一段100號,
s_2022212,王柏翰,台北市立第一女子高級中學,一年級,0910-638-141,基隆市仁愛區愛三路50號,
s_2022213,王昀潔,新北市立新店高級中學,一年級,0931-173-709,基隆市中正區北寧路100號,
s_2022214,王思涵,新北市立新店高級中學,二年級,0911-258-895,基隆市仁愛區愛三路50號,
s_2022215,李昱婷,台北市立建國高級中學,二年級,0931-485-157,台北市中正區忠孝西路一段120號,
s_2022216,陳志豪,台北市立建國高級中學,三年級,0972-265-938,新北市永和區永和路一段100號,
s_2022217,劉昱婷,台北市立第一女子高級中學,三年級,0930-228-452,基隆市仁愛區愛三路50號,
s_2022218,楊昀潔,台北市立建國高級中學,三年級,0910-550-172,基隆市中正區北寧路100號,
s_2022219,劉志豪,台北市立第一女子高級中學,三年級,0931-216-277,台北市信義區松高路11號,
s_2022220,李昀潔,基隆市立中山高級中學,三年級,0982-653-287,台北市中正區忠孝西路一段120號,
s_2022221,劉佳穎,基隆市立中山高級中學,三年級,0992-171-761,台北市信義區松高路11號,
s_2022222,楊柏翰,台北市立第一女子高級中學,三年級,0982-877-850,基隆市仁愛區愛三路50號,
s_2022223,吳怡君,台北市立第一女子高級中學,三年級,0910-563-609,新北市永和區永和路一段100號,
s_2022224,吳昀潔,新北市立新店高級中學,二年級,0982-570-160,基隆市中正區北寧路100號,
s_2022225,蔡佳穎,基隆市立中山高級中學,二年級,0952-169-905,新北市板橋區中山路一段200號,
s_2022226,吳心妤,基隆市立中山高級中學,一年級,0972-976-254,新北市板橋區中山路一段200號,
s_2022227,陳心妤,基隆市立中山高級中學,一年級,0911-551-412,基隆市中正區北寧路100號,
s_2022228,陳柏翰,台北市立建國高級中學,二年級,0952-660-438,台北市信義區松高路11號,
s_2022229,劉佳穎,台北市立第一女子高級中學,二年級,0992-631-644,基隆市中正區北寧路100號,
s_2022230,黃家豪,新北市立新店高級中學,二年級,0912-261-418,台北市中正區忠孝西路一段120號,
s_2022231,楊心妤,台北市立建國高級中學,二年級,0912-245-496,新北市永和區永和路一段100號,
s_2022232,吳家豪,基隆市立中山高級中學,三年級,0911-205-400,基隆市中正區北寧路100號,
s_2022233,王思涵,台北市立建國高級中學,一年級,0982-525-684,台北市中正區忠孝西路一段120號,
s_2022234,林思涵,基隆市立中山高級中學,三年級,0952-792-631,新北市板橋區中山路一段200號,
s_2022235,蔡心妤,新北市立新店高級中學,一年級,0992-299-903,基隆市中正區北寧路100號,
s_2022236,黃家豪,台北市立建國高級中學,一年級,0972-712-302,台北市信義區松高路11號,
s_2022237,吳柏翰,台北市立建國高級中學,一年級,0992-322-594,新北市板橋區中山路一段200號,
s_2022238,劉思涵,台北市立建國高級中學,三年級,0912-188-281,台北市中正區忠孝西路一段120號,
s_2022239,蔡心妤,台北市立第一女子高級中學,二年級,0911-897-965,台北市信義區松高路11號,
s_2022240,黃佳穎,基隆市立中山高級中學,二年級,0912-617-760,台北市中正區忠孝西路一段120號,
s_2022241,王志豪,基隆市立中山高級中學,三年級,0931-963-337,基隆市中正區北寧路100號,
s_2022242,吳冠宇,台北市立建國高級中學,一年級,0930-160-465,基隆市仁愛區愛三路50號,
s_2022243,陳柏翰,新北市立新店高級中學,三年級,0982-116-992,新北市板橋區中山路一段200號,
s_2022244,楊佳穎,新北市立新店高級中學,一年級,0930-102-867,基隆市仁愛區愛三路50號,
s_2022245,蔡家豪,基隆市立中山高級中學,二年級,0910-790-441,基隆市中正區北寧路100號,
s_2022246,王心妤,台北市立建國高級中學,二年級,0992-635-492,台北市信義區松高路11號,
s_2022247,劉家豪,台北市立建國高級中學,二年級,0912-967-930,台北市信義區松高路11號,
s_2022248,劉家豪,新北市立新店高級中學,二年級,0931-923-516,新北市板橋區中山路一段200號,
s_2022249,林怡君,台北市立建國高級中學,一年級,0930-168-605,台北市中正區忠孝西路一段120號,
s_2022250,林佳穎,台北市立建國高級中學,三年級,0911-563-516,台北市信義區松高路11號,
s_2022251,吳昀潔,台北市立建國高級中學,一年級,0992-399-600,基隆市中正區北寧路100號,
s_2022252,林佳穎,台北市立建國高級中學,一年級,0931-717-888,基隆市中正區北寧路100號,
s_2022253,林佳穎,基隆市立中山高級中學,二年級,0982-704-536,台北市信義區松高路11號,
s_2022254,陳佳穎,新北市立新店高級中學,一年級,0972-598-463,基隆市中正區北寧路100號,
s_2022255,陳怡君,基隆市立中山高級中學,二年級,0911-338-981,新北市板橋區中山路一段200號,
s_2022256,劉怡君,台北市立第一女子高級中學,一年級,0910-307-181,基隆市仁愛區愛三路50號,
s_2022257,李心妤,新北市立新店高級中學,三年級,0931-879-799,新北市永和區永和路一段100號,
s_2022258,蔡佳穎,新北市立新店高級中學,二年級,0912-851-520,台北市中正區忠孝西路一段120號,
s_2022259,黃志豪,台北市立第一女子高級中學,三年級,0912-580-346,基隆市中正區北寧路100號,
s_2022260,李志豪,台北市立建國高級中學,一年級,0931-301-422,新北市永和區永和路一段100號,
s_2022261,劉心妤,基隆市立中山高級中學,一年級,0982-203-364,台北市信義區松高路11號,
s_2022262,王昀潔,基隆市立中山高級中學,二年級,0911-460-475,新北市永和區永和路一段100號,
s_2022263,張怡君,新北市立新店高級中學,三年級,0982-133-977,台北市中正區忠孝西路一段120號,
s_2022264,蔡思涵,台北市立建國高級中學,一年級,0930-310-648,台北市中正區忠孝西路一段120號,
s_2022265,林冠宇,基隆市立中山高級中學,三年級,0952-261-171,新北市永和區永和路一段100號,
s_2022266,李昱婷,基隆市立中山高級中學,二年級,0931-643-447,台北市中正區忠孝西路一段120號,
s_2022267,黃思涵,新北市立新店高級中學,一年級,0952-758-812,新北市永和區永和路一段100號,
s_2022268,陳志豪,新北市立新店高級中學,三年級,0972-179-790,新北市永和區永和路一段100號,
s_2022269,李思涵,基隆市立中山高級中學,三年級,0982-597-257,台北市信義區松高路11號,
s_2022270,蔡昀潔,基隆市立中山高級中學,一年級,0911-128-235,基隆市中正區北寧路100號,
s_2022271,黃志豪,新北市立新店高級中學,二年級,0930-249-227,新北市永和區永和路一段100號,
s_2022272,劉佳穎,基隆市立中山高級中學,二年級,0911-119-612,台北市中正區忠孝西路一段120號,
s_2022273,張昀潔,台北市立第一女子高級中學,一年級,0912-306-607,基隆市中正區北寧路100號,
s_2022274,王志豪,新北市立新店高級中學,二年級,0912-194-477,新北市板橋區中山路一段200號,
s_2022275,林思涵,基隆市立中山高級中學,一年級,0982-597-669,基隆市仁愛區愛三路50號,
s_2022276,蔡昀潔,台北市立第一女子高級中學,三年級,0910-663-350,基隆市仁愛區愛三路50號,
s_2022277,楊怡君,台北市立建國高級中學,一年級,0992-241-756,台北市信義區松高路11號,
s_2022278,黃佳穎,基隆市立中山高級中學,三年級,0982-373-796,台北市信義區松高路11號,
s_2022279,林柏翰,新北市立新店高級中學,二年級,0930-292-867,基隆市仁愛區愛三路50號,
s_2022280,黃思涵,台北市立建國高級中學,二年級,0992-925-291,台北市中正區忠孝西路一段120號,
s_2022281,王家豪,台北市立第一女子高級中學,三年級,0931-100-964,台北市中正區忠孝西路一段120號,
s_2022282,張佳穎,新北市立新店高級中學,三年級,0911-991-824,基隆市仁愛區愛三路50號,
s_2022283,劉昱婷,台北市立第一女子高級中學,一年級,0931-615-967,新北市板橋區中山路一段200號,
s_2022284,吳昱婷,台北市立建國高級中學,二年級,0972-300-601,台北市中正區忠孝西路一段120號,
s_2022285,李家豪,新北市立新店高級中學,三年級,0972-574-533,基隆市仁愛區愛三路50號,
s_2022286,楊家豪,基隆市立中山高級中學,二年級,0982-390-662,台北市中正區忠孝西路一段120號,
s_2022287,林怡君,基隆市立中山高級中學,三年級,0911-681-182,基隆市仁愛區愛三路50號,
s_2022288,劉冠宇,新北市立新店高級中學,三年級,0910-280-495,基隆市仁愛區愛三路50號,
s_2022289,王怡君,新北市立新店高級中學,二年級,0982-283-577,基隆市仁愛區愛三路50號,
s_2022290,吳昱婷,基隆市立中山高級中學,三年級,0930-577-348,基隆市中正區北寧路100號,
s_2022291,林怡君,台北市立第一女子高級中學,一年級,0910-268-906,基隆市仁愛區愛三路50號,
s_2022292,劉志豪,台北市立建國高級中學,二年級,0910-633-268,台北市中正區忠孝西路一段120號,
s_2022293,蔡家豪,台北市立建國高級中學,三年級,0931-201-698,新北市永和區永和路一段100號,
s_2022294,陳心妤,台北市立第一女子高級中學,一年級,0952-591-808,基隆市中正區北寧路100號,
s_2022295,陳志豪,台北市立建國高級中學,一年級,0931-589-652,新北市永和區永和路一段100號,
s_2022296,李志豪,基隆市立中山高級中學,二年級,0972-496-698,台北市信義區松高路11號,
s_2022297,蔡思涵,台北市立建國高級中學,一年級,0930-360-574,新北市板橋區中山路一段200號,
s_2022298,黃柏翰,台北市立第一女子高級中學,二年級,0992-739-109,台北市信義區松高路11號,
s_2022299,張昀潔,台北市立第一女子高級中學,三年級,0952-922-516,新北市板橋區中山路一段200號,
s_2022300,林冠宇,新北市立新店高級中學,二年級,0931-882-850,新北市永和區永和路一段100號,
s_2022301,劉心妤,台北市立第一女子高級中學,二年級,0910-567-238,基隆市中正區北寧路100號,
s_2022302,王冠宇,新北市立新店高級中學,一年級,0972-760-313,台北市中正區忠孝西路一段120號,
s_2022303,林昱婷,新北市立新店高級中學,二年級,0952-232-904,新北市永和區永和路一段100號,
s_2022304,吳思涵,新北市立新店高級中學,三年級,0910-164-840,台北市中正區忠孝西路一段120號,
s_2022305,張志豪,台北市立第一女子高級中學,一年級,0952-562-392,台北市信義區松高路11號,
s_2022306,張柏翰,台北市立第一女子高級中學,一年級,0910-653-401,新北市永和區永和路一段100號,
s_2022307,李柏翰,新北市立新店高級中學,三年級,0982-822-977,基隆市中正區北寧路100號,
s_2022308,黃冠宇,台北市立建國高級中學,一年級,0912-882-333,新北市板橋區中山路一段200號,
s_2022309,吳柏翰,台北市立第一女子高級中學,三年級,0992-320-688,基隆市仁愛區愛三路50號,
s_2022310,蔡志豪,基隆市立中山高級中學,一年級,0931-157-122,基隆市仁愛區愛三路50號,
s_2022311,楊昱婷,基隆市立中山高級中學,一年級,0911-524-691,基隆市中正區北寧路100號,
s_2022312,蔡柏翰,台北市立第一女子高級中學,一年級,0911-506-642,新北市永和區永和路一段100號,
s_2022313,張昱婷,台北市立建國高級中學,一年級,0992-855-491,基隆市中正區北寧路100號,
s_2022314,黃佳穎,台北市立第一女子高級中學,三年級,0931-939-997,新北市板橋區中山路一段200號,
s_2022315,張佳穎,新北市立新店高級中學,三年級,0972-141-171,台北市信義區松高路11號,
s_2022316,劉柏翰,台北市立第一女子高級中學,一年級,0910-461-452,台北市信義區松高路11號,
s_2022317,王思涵,台北市立第一女子高級中學,三年級,0982-687-580,台北市中正區忠孝西路一段120號,
s_2022318,劉柏翰,新北市立新店高級中學,三年級,0912-188-888,新北市板橋區中山路一段200號,
s_2022319,王冠宇,台北市立建國高級中學,三年級,0992-441-295,台北市中正區忠孝西路一段120號,
s_2022320,李家豪,新北市立新店高級中學,一年級,0912-576-897,基隆市中正區北寧路100號,
s_2022321,林昱婷,基隆市立中山高級中學,三年級,0912-806-742,新北市板橋區中山路一段200號,
s_2022322,林思涵,新北市立新店高級中學,一年級,0982-955-511,新北市板橋區中山路一段200號,
s_2022323,王佳穎,台北市立第一女子高級中學,三年級,0982-396-378,新北市永和區永和路一段100號,
s_2022324,楊柏翰,基隆市立中山高級中學,一年級,0931-936-716,基隆市中正區北寧路100號,
s_2022325,蔡佳穎,台北市立第一女子高級中學,一年級,0930-439-401,新北市永和區永和路一段100號,
s_2022326,王思涵,台北市立第一女子高級中學,二年級,0952-592-274,台北市信義區松高路11號,
s_2022327,楊心妤,新北市立新店高級中學,三年級,0931-682-356,台北市中正區忠孝西路一段120號,
s_2022328,李冠宇,台北市立建國高級中學,二年級,0972-676-974,新北市永和區永和路一段100號,
s_2022329,楊心妤,基隆市立中山高級中學,一年級,0931-914-105,台北市信義區松高路11號,
s_2022330,林怡君,台北市立建國高級中學,一年級,0992-928-854,台北市信義區松高路11號,
s_2022331,楊佳穎,基隆市立中山高級中學,一年級,0992-611-514,新北市永和區永和路一段100號,
s_2022332,蔡佳穎,新北市立新店高級中學,三年級,0910-811-755,新北市永和區永和路一段100號,
s_2022333,楊柏翰,台北市立第一女子高級中學,二年級,0982-896-878,基隆市中正區北寧路100號,
s_2022334,黃家豪,台北市立第一女子高級中學,三年級,0972-995-640,台北市中正區忠孝西路一段120號,
s_2022335,楊佳穎,台北市立第一女子高級中學,一年級,0972-617-129,台北市中正區忠孝西路一段120號,
s_2022336,蔡志豪,新北市立新店高級中學,二年級,0911-618-682,新北市板橋區中山路一段200號,
s_2022337,劉佳穎,新北市立新店高級中學,二年級,0972-241-912,基隆市仁愛區愛三路50號,
s_2022338,張佳穎,台北市立第一女子高級中學,三年級,0912-611-787,基隆市仁愛區愛三路50號,
s_2022339,張家豪,新北市立新店高級中學,三年級,0912-323-336,台北市中正區忠孝西路一段120號,
s_2022340,黃柏翰,新北市立新店高級中學,三年級,0952-126-876,基隆市中正區北寧路100號,
s_2022341,黃心妤,台北市立建國高級中學,三年級,0912-239-674,基隆市中正區北寧路100號,
s_2022342,黃昀潔,台北市立第一女子高級中學,一年級,0910-320-200,台北市中正區忠孝西路一段120號,
s_2022343,張佳穎,新北市立新店高級中學,二年級,0972-114-852,新北市永和區永和路一段100號,
s_2022344,張怡君,基隆市立中山高級中學,三年級,0911-479-208,台北市信義區松高路11號,
s_2022345,楊怡君,新北市立新店高級中學,三年級,0912-274-790,新北市永和區永和路一段100號,
s_2023001,楊柏翰,台北市立建國高級中學,一年級,0972-758-302,台北市信義區松高路11號,
s_2023002,張心妤,台北市立建國高級中學,二年級,0992-132-750,基隆市仁愛區愛三路50號,
s_2023003,吳家豪,台北市立第一女子高級中學,三年級,0992-752-365,基隆市仁愛區愛三路50號,
s_2023004,蔡佳穎,基隆市立中山高級中學,三年級,0910-904-678,新北市永和區永和路一段100號,
s_2023005,黃思涵,台北市立第一女子高級中學,三年級,0972-700-965,新北市永和區永和路一段100號,
s_2023006,吳心妤,台北市立第一女子高級中學,一年級,0972-288-638,台北市信義區松高路11號,
s_2023007,蔡怡君,基隆市立中山高級中學,一年級,0952-897-772,基隆市中正區北寧路100號,
s_2023008,吳昱婷,新北市立新店高級中學,二年級,0972-223-930,台北市中正區忠孝西路一段120號,
s_2023009,李志豪,新北市立新店高級中學,一年級,0952-317-723,新北市永和區永和路一段100號,
s_2023010,吳心妤,台北市立建國高級中學,三年級,0910-600-292,基隆市中正區北寧路100號,
s_2023011,楊冠宇,基隆市立中山高級中學,一年級,0911-360-924,新北市板橋區中山路一段200號,
s_2023012,陳佳穎,新北市立新店高級中學,三年級,0952-824-525,基隆市中正區北寧路100號,
s_2023013,吳志豪,台北市立第一女子高級中學,一年級,0952-122-309,新北市永和區永和路一段100號,
s_2023014,劉昱婷,台北市立第一女子高級中學,一年級,0992-468-736,台北市中正區忠孝西路一段120號,
s_2023015,張昱婷,台北市立建國高級中學,二年級,0910-183-664,台北市信義區松高路11號,
s_2023016,陳冠宇,台北市立第一女子高級中學,三年級,0911-184-118,台北市信義區松高路11號,
s_2023017,吳思涵,台北市立第一女子高級中學,三年級,0910-511-647,台北市中正區忠孝西路一段120號,
s_2023018,劉昀潔,台北市立第一女子高級中學,三年級,0972-632-786,新北市永和區永和路一段100號,
s_2023019,林冠宇,基隆市立中山高級中學,三年級,0952-426-708,基隆市中正區北寧路100號,
s_2023020,王志豪,台北市立建國高級中學,三年級,0910-680-298,台北市信義區松高路11號,
s_2023021,李心妤,基隆市立中山高級中學,二年級,0911-230-418,新北市板橋區中山路一段200號,
s_2023022,劉志豪,新北市立新店高級中學,二年級,0952-263-269,基隆市仁愛區愛三路50號,
s_2023023,張冠宇,基隆市立中山高級中學,三年級,0952-164-794,新北市板橋區中山路一段200號,
s_2023024,王柏翰,新北市立新店高級中學,一年級,0931-127-672,新北市永和區永和路一段100號,
s_2023025,陳志豪,基隆市立中山高級中學,一年級,0930-358-521,新北市板橋區中山路一段200號,
s_2023026,王志豪,新北市立新店高級中學,二年級,0930-370-702,台北市信義區松高路11號,
s_2023027,楊心妤,台北市立第一女子高級中學,一年級,0930-528-698,台北市中正區忠孝西路一段120號,
s_2023028,林心妤,新北市立新店高級中學,二年級,0952-475-353,新北市永和區永和路一段100號,
s_2023029,劉昀潔,基隆市立中山高級中學,一年級,0910-294-313,基隆市仁愛區愛三路50號,
s_2023030,黃志豪,台北市立建國高級中學,一年級,0982-575-619,新北市板橋區中山路一段200號,
s_2023031,楊志豪,台北市立第一女子高級中學,三年級,0910-992-397,台北市信義區松高路11號,
s_2023032,陳昱婷,台北市立第一女子高級中學,一年級,0911-412-954,基隆市仁愛區愛三路50號,
s_2023033,陳家豪,新北市立新店高級中學,三年級,0910-238-448,台北市中正區忠孝西路一段120號,
s_2023034,黃家豪,台北市立第一女子高級中學,一年級,0930-937-312,基隆市中正區北寧路100號,
s_2023035,王家豪,新北市立新店高級中學,三年級,0972-413-981,新北市板橋區中山路一段200號,
s_2023036,楊思涵,基隆市立中山高級中學,一年級,0911-499-952,基隆市中正區北寧路100號,
s_2023037,張怡君,新北市立新店高級中學,二年級,0910-819-601,台北市中正區忠孝西路一段120號,
s_2023038,李柏翰,台北市立建國高級中學,二年級,0930-575-552,台北市信義區松高路11號,
s_2023039,林昀潔,新北市立新店高級中學,一年級,0912-316-687,基隆市仁愛區愛三路50號,
s_2023040,蔡佳穎,基隆市立中山高級中學,一年級,0972-106-462,基隆市中正區北寧路100號,
s_2023041,陳家豪,基隆市立中山高級中學,三年級,0972-961-983,基隆市仁愛區愛三路50號,
s_2023042,蔡冠宇,基隆市立中山高級中學,一年級,0930-504-175,基隆市中正區北寧路100號,
s_2023043,蔡家豪,台北市立建國高級中學,二年級,0952-625-902,基隆市中正區北寧路100號,
