student_name,tel,city,district,route
曾洢飄,0910036010,高雄市,前金區,中山二路12號
蔡紫齊,0923378861,新北市,中和區,連城路55號
薛理駱,0917580905,屏東縣,車城鄉,中山路88號之13
溫允禹,0952025892,臺東縣,鹿野鄉,同榮路81號9樓
薛偉瀟,0918452970,臺南市,安平區,安北路1號
黃沐珂,0923431370,桃園市,觀音區,富林89號
蕭昊煒,0929044003,高雄市,甲仙區,中和巷21號之17
羅品於,0956184380,新竹縣,竹東鎮,北興路１段28號之1
陳婧瑜,0934069159,屏東縣,屏東市,安心十橫巷47號
薛照馨,0925297899,雲林縣,元長鄉,前進78號
邱俞軒,0937122264,新北市,三重區,集美街29號2樓
蔡宜晴,0911812678,彰化縣,線西鄉,和樂路36號
楊俊琉,0931522858,桃園市,蘆竹區,新興70號3樓之20
黃進雙,0913369319,彰化縣,秀水鄉,彰水路２段23號5樓
薛棟石,0931317433,宜蘭縣,壯圍鄉,河濱北路86號9樓
陳乾謙,0936282214,新竹縣,竹北市,光明二街41號之7
何函彥,0915953546,新竹市,東區,力行五路19號
鐘昭語,0925599374,雲林縣,臺西鄉,新興海埔地二路69號
曾叡懋,0919120792,臺中市,南區,南陽街49號
宋江濤,0988929494,屏東縣,鹽埔鄉,民族街86號5樓之13
廖圖尚,0926884287,桃園市,蘆竹區,大坑街86號11樓
楊剛翰,0927380946,雲林縣,斗南鎮,新興街皇盛巷17號
鄭于翊,0963923807,高雄市,仁武區,華南街82號7樓
魏天碩,0923806197,南投縣,仁愛鄉,明月巷3號
游立茂,0971514060,新北市,新店區,中正路64號9樓
賴煥珍,0938612098,臺南市,北區,臨安路２段34號
唐佑暉,0938328669,嘉義市,東區,國光新村20號
張俊晉,0929743078,彰化縣,社頭鄉,和平三路93號
蔣倩麗,0953600367,宜蘭縣,宜蘭市,東後街30號9樓
劉劉靖,0935376746,桃園市,八德區,店後46號6樓之9
錢坤景,0982357346,新北市,三重區,同安街60號
彭城煒,0986359052,臺中市,西屯區,僑大三街60號
許先豔,0958229843,臺東縣,東河鄉,郡界78號
韓宗騏,0933072083,高雄市,橋頭區,德松路36號11樓之12
郭俠千,0954635979,彰化縣,伸港鄉,大同十一街34號
唐家青,0936734488,高雄市,大寮區,福祿街71號
鄒眾耀,0922532252,新竹縣,新豐鄉,青埔子15號
黃孝超,0972562185,高雄市,鳳山區,輜汽路84號
陳依洋,0933049428,桃園市,八德區,大福街74號
田丞若,0937866844,基隆市,七堵區,長安街9號9樓
張恬昀,0924896883,桃園市,新屋區,蚵港68號6樓
范川方,0931086699,桃園市,龜山區,民生北路１段58號
劉振秉,0914263844,高雄市,前鎮區,興順街15號之14
康湘筠,0921492514,新北市,八里區,華峰一街86號9樓
邱品怡,0911217812,桃園市,平鎮區,龍南路42號
陳品銘,0922618213,臺北市,中正區,杭州南路１段65號8樓
龔折馳,0970387399,臺中市,西區,忠明南路80號之7
張臻遠,0953654477,新竹市,北區,忠信路91號
陳嚴馨,0933361928,臺中市,西屯區,中清西二街48號7樓
羅諄貴,0929876362,桃園市,龜山區,大坑路３段17號之1
蘇於遠,0930400616,桃園市,蘆竹區,國豐十街16號
姜丞堯,0939462703,臺北市,中正區,水源路48號
張睿舟,0936481174,南投縣,埔里鎮,正氣巷31號2樓
曾勛弘,0932623947,新竹縣,竹北市,光明五街25號8樓之9
施維露,0972803909,臺中市,大安區,南海路31號
宋嫻微,0955466203,高雄市,左營區,左營大路32號之2
潘安政,0930583855,屏東縣,林邊鄉,陸興路37號之15
楊志益,0917952112,屏東縣,佳冬鄉,永富街87號之9
陳婭雪,0934810986,高雄市,大寮區,青川街87號9樓
林圖濤,0961684955,臺中市,沙鹿區,光華路82號之19
黎來俠,0963507061,新竹縣,新埔鎮,雲埔路37號之11
阮園正,0916288124,新北市,新店區,直潭二街88號之1
姚淇肇,0961591448,雲林縣,斗南鎮,建國二路98號2樓
江洪致,0970600456,桃園市,龜山區,文東五街89號
張嘉濱,0954621420,臺東縣,臺東市,新站二街42號6樓
鐘佳家,0953053834,屏東縣,屏東市,中正路4號2樓
周平緹,0930145164,屏東縣,長治鄉,瑞光路１段100號
李昱陽,0924794555,高雄市,美濃區,廣福街84號
盧濤睿,0926716197,高雄市,苓雅區,永裕街34號
游亮晨,0924967563,雲林縣,斗南鎮,化日路90號
林興賢,0918712306,臺北市,中正區,杭州南路２段50號6樓之15
石毅泓,0972114651,雲林縣,口湖鄉,中興路２段33號
楊克添,0935102312,彰化縣,鹿港鎮,棋盤巷66號之12
張善雪,0936676339,臺中市,南區,和平街64號4樓
許維雪,0912311436,彰化縣,田中鎮,高鐵二路１段2號12樓之19
張嘉昭,0961686141,臺南市,永康區,民族路66號3樓
謝信辰,0968773219,高雄市,鳥松區,忠孝路97號
康凝毓,0935597371,桃園市,桃園區,福吉二街35號
賴杉辰,0932871100,臺北市,中正區,忠孝西路１段91號9樓
林冠宇,0956256688,臺中市,北屯區,北屯路大成巷53號4樓
陳冠呈,0932189319,新北市,板橋區,茶館街56號3樓
鄒常雄,0936358683,花蓮縣,富里鄉,富田88號4樓
鄧城陣,0921845849,高雄市,美濃區,吉洋街47號10樓之18
古秀騏,0921613622,新北市,三重區,車路頭街69號6樓
洪冠碧,0920522504,宜蘭縣,冬山鄉,永興路１段11號之16
廖志筑,0920018614,彰化縣,埔鹽鄉,光明路１段29號3樓
郭帆益,0910484671,桃園市,中壢區,新榮街22號4樓
謝書瀟,0916824026,桃園市,觀音區,新華路１段82號
韓忠祉,0972244904,嘉義縣,大埔鄉,南寮19號
黎藝霞,0935846157,桃園市,中壢區,正泰街84號
顏伯峻,0955796318,高雄市,旗山區,樹人橫路8號4樓
林夕歡,0923775265,屏東縣,屏東市,斯文23號之17
王品彤,0923217251,嘉義市,西區,友忠路54號
胡林瑗,0915009162,臺中市,西屯區,大弘六街94號
張嘉薇,0956114350,桃園市,八德區,廣福路64號
石湘霞,0931136414,屏東縣,潮州鎮,敦化路19號
顏育齊,0932817367,新北市,三重區,自由街52號7樓
田靄靜,0916629452,臺南市,歸仁區,歸仁十八路92號10樓之9
呂帆瓊,0921702120,桃園市,桃園區,泰昌七街58號3樓
董榕潔,0937625994,屏東縣,內埔鄉,光明巷96號
蔣雷驥,0915954529,嘉義縣,溪口鄉,本廳28號之2
杜庸琛,0971049275,屏東縣,屏東市,華夏路29號
邱易琛,0939576124,高雄市,鼓山區,中華一路81號
翁冬立,0933516490,花蓮縣,花蓮市,南濱路20號之9
楊淑潔,0954167055,桃園市,大園區,環場北路中繼15號
廖婭銀,0921121132,南投縣,南投市,彰南路３段77號之5
高清熹,0963694893,高雄市,三民區,凱旋一路72號
劉品順,0956156341,高雄市,三民區,修武街89號
梁正永,0952080578,雲林縣,斗六市,崙南路57號之15
尤均爾,0915543838,臺中市,南屯區,筏子東街２段90號
黎奕昱,0932712202,高雄市,鼓山區,鼓山二路72號5樓之4
吳俞琦,0931073253,臺東縣,臺東市,四維路３段81號3樓
袁折晨,0937736889,新竹縣,新豐鄉,孝二街94號
康聰莉,0952089949,高雄市,岡山區,公園路54號9樓
尤夢正,0921803099,高雄市,大寮區,長春街57號
羅新美,0935399998,臺中市,沙鹿區,養泉莊63號
謝許雪,0918373535,臺北市,大安區,麗水街29號10樓
楊嫣新,0936390898,臺中市,龍井區,藝術北街42號
劉家鬆,0918249862,新竹縣,湖口鄉,信昌街35號
劉秀言,0919898315,臺中市,大甲區,新美街99號
梁嬈義,0989142315,高雄市,橋頭區,甲圍路復興巷30號
廖才昱,0986610550,屏東縣,枋山鄉,港邊54號
阮柯立,0914263273,基隆市,暖暖區,過港路48號
康慶暉,0939135118,苗栗縣,造橋鄉,麻竹窩35號
汪明驥,0934343536,高雄市,美濃區,民生路42號之17
黃宇聰,0933859961,臺北市,內湖區,堤頂大道１段34號9樓
張彌羣,0935822701,桃園市,中壢區,福山路２段78號
郭凰興,0955318224,高雄市,苓雅區,尚勇路50號10樓之12
袁勝寶,0935214103,嘉義縣,大林鎮,西榮路49號之5
姚泛禎,0960176327,臺中市,北屯區,大德巷60號之16
洪川琦,0929327231,高雄市,三民區,承德街39號之17
黃恆興,0928687920,苗栗縣,頭份市,永福街73號
陳欣瑋,0935131161,新北市,永和區,智光街43號
張宏知,0916953079,彰化縣,溪州鄉,下柑三巷36號4樓
黃昭若,0917491375,新北市,樹林區,仁愛街34號4樓
廖勵英,0936702815,屏東縣,萬丹鄉,保香路50號之8
林悦飄,0924327828,高雄市,旗山區,黃厝巷78號
巫建鑫,0931226180,臺中市,大肚區,大明四街100號5樓之16
黃來峻,0986712631,彰化縣,埔鹽鄉,仁興路16號2樓
白振藻,0913504226,臺中市,清水區,三民路１段35號10樓
鄧少鈞,0913732428,彰化縣,彰化市,民生南路18號3樓
游培嫻,0956347414,新北市,淡水區,真理街7號之4
楊夫政,0939390234,雲林縣,麥寮鄉,中正路4號之6
周佳鬱,0960475911,臺中市,烏日區,環河西路9號
鄭召浩,0988026451,臺南市,下營區,寮前一街52號5樓
王晉江,0963157988,桃園市,楊梅區,梅高路39號
宋嘉昱,0972186134,桃園市,大園區,中興街38號8樓
嚴書潮,0916012252,嘉義縣,梅山鄉,大巃頂56號12樓之4
陳洪然,0912810387,桃園市,平鎮區,貿西路65號之9
翁暉霜,0954814277,高雄市,小港區,鳳平街90號
鐘召珈,0937984822,新北市,中和區,復興路97號
高文瀚,0956304239,臺中市,龍井區,遊園南路90號
黃勝念,0915178256,新北市,板橋區,華江二路24號10樓
洪晏玉,0986580010,新竹縣,寶山鄉,大雅三街36號7樓之1
張碩驥,0911667570,彰化縣,二林鎮,三民路58號11樓
唐劉政,0921711915,雲林縣,口湖鄉,拔拉85號5樓
徐實雄,0953496249,高雄市,橋頭區,成功南路仁義巷71號
劉博才,0917475836,臺北市,中山區,民權東路２段59號
康可琪,0930937572,臺中市,太平區,樹德路89號
王乾瑜,0916205634,高雄市,阿蓮區,崙頂38號
黃歆永,0958824966,高雄市,茄萣區,建民街32號
阮智立,0928825606,臺中市,北屯區,和祥一街91號之3
張修鈞,0928219551,高雄市,新興區,復興一路76號之3
林濤菁,0954288347,嘉義市,西區,文華街2號
郭平純,0955771744,新北市,平溪區,靜安路３段85號
陳嘉萱,0923751210,宜蘭縣,羅東鎮,純精路１段96號3樓之16
錢瑞鈞,0952268451,臺中市,西屯區,天水西四街51號
張珮維,0931958521,桃園市,龍潭區,民治路35號之19
涂心雯,0936404289,屏東縣,崁頂鄉,南和巷24號5樓
姜圖錦,0958774895,彰化縣,員林市,復興一街29號之5
王昌樺,0933580042,新北市,三重區,中興北街36號
黃娟微,0914429560,新北市,瑞芳區,蘭陽路54號4樓
顏宜煥,0910165844,臺北市,士林區,葫蘆街26號之19
梁晗興,0933586893,花蓮縣,吉安鄉,華城路２段49號12樓之14
方添立,0956160214,桃園市,龍潭區,渴望路100號10樓
黎可鬆,0958278267,新竹縣,北埔鄉,中興街13號
蕭歡瑄,0933798293,桃園市,楊梅區,迎旭二街65號9樓
湯君熙,0914911071,嘉義縣,中埔鄉,同仁街63號9樓
陳來彰,0987109044,桃園市,蘆竹區,南青路34號8樓之16
鄭恩源,0918213567,臺中市,東區,精武路42號
簡升笑,0916458746,連江縣,南竿鄉,馬祖村95號11樓
阮千雄,0910251522,高雄市,大寮區,和業八路83號
古沛蒨,0931249333,桃園市,中壢區,三友新村96號之16
張品承,0921815574,雲林縣,虎尾鎮,成和五街30號2樓
溫瞻軒,0952514792,宜蘭縣,蘇澳鎮,延平路82號6樓
謝進雨,0936546470,新北市,新莊區,化成路94號
陳嚴晟,0986382317,新北市,林口區,南勢街82號
林帆煜,0916798000,高雄市,楠梓區,學專路96號
洪叡苑,0970395276,屏東縣,佳冬鄉,塭田路30號
高怡洪,0963581991,臺南市,學甲區,四維街88號
林瀾萍,0914195642,桃園市,大園區,新興路61號
石妍慈,0961009751,臺南市,南區,大同路２段10號之20
張峯晉,0939186113,臺中市,太平區,太平七街66號
柯湘臻,0935001648,臺中市,南屯區,文心路１段92號之3
陳慧谷,0956676876,澎湖縣,湖西鄉,林投1號之5
周可瑋,0920098915,臺中市,沙鹿區,斗潭路文光巷83號
孫叡彌,0953984184,南投縣,竹山鎮,大忠路77號2樓
田博均,0982610192,苗栗縣,卓蘭鎮,竹橋72號4樓之2
陳國洪,0934423895,臺中市,大甲區,新美街65號
阮傑澤,0910679178,新竹縣,湖口鄉,中山五街24號
歐景榕,0928296370,臺南市,善化區,南科北路72號
楊修勝,0912307648,新竹市,北區,和平路52號
謝達韜,0954596035,金門縣,金沙鎮,成功路22號
黎穎聖,0923376269,臺中市,大里區,德芳路３段88號
施羽菁,0926774537,苗栗縣,泰安鄉,永安4號10樓
蔡順鳴,0912113943,新竹縣,新埔鎮,和平街17號4樓之6
戴剛鑫,0952771075,桃園市,觀音區,榮工南路8號
黃凝珺,0934940451,苗栗縣,竹南鎮,建國路75號6樓
廖冬歆,0955000021,臺東縣,鹿野鄉,中華路２段80號
韓彌祺,0920799918,臺南市,善化區,善新西路2號3樓
紀昌濱,0989051229,高雄市,茄萣區,仁愛路２段36號
張業霆,0972247963,屏東縣,內埔鄉,人和路82號
何夫輝,0914882138,屏東縣,內埔鄉,中勝路15號3樓
唐子靖,0982531885,花蓮縣,吉安鄉,永吉二街87號
董嚴奇,0953836270,苗栗縣,銅鑼鄉,平陽路53號
廖孝恩,0924161596,雲林縣,斗六市,北祥街46號
張蓁鋅,0955214708,臺南市,仁德區,義林九街68號
白然穎,0939882164,屏東縣,枋寮鄉,頂營二路32號
彭怡薇,0989090334,臺北市,中山區,龍江路97號
鄒冠山,0911185980,南投縣,埔里鎮,明德北路60號2樓
紀宇玉,0935167573,新北市,三重區,光復路１段95號
王欽翔,0935878492,臺中市,西區,安福東街6號
林鑾駱,0911796334,臺北市,中正區,懷寧街84號之9
康嘉康,0956013998,南投縣,埔里鎮,南環路84號之10
丁儀思,0920154897,嘉義縣,中埔鄉,富和路23號5樓之17
戴允進,0953060699,新竹縣,湖口鄉,達生八街17號
沈敏盈,0911058182,臺南市,佳里區,溪州91號6樓
翁劉超,0915294829,新竹縣,湖口鄉,祥喜路13號3樓
陳宗濤,0982905699,桃園市,龍潭區,自強莊39號8樓之19
卓聰辰,0917146448,花蓮縣,瑞穗鄉,富源路1號
紀慈遠,0986788217,嘉義縣,竹崎鄉,田寮55號
賴亮忠,0933753357,臺南市,安南區,國安街3號
黃文玥,0937045985,新北市,土城區,永寧路96號
陳功宇,0934213224,桃園市,八德區,仁德路58號
黃沛雅,0958589474,高雄市,大樹區,新鎮路95號
李景羽,0989343751,高雄市,三民區,興安街18號2樓
賴連進,0955957499,臺東縣,臺東市,豐原街81號之19
盧瑋茹,0916403899,新北市,淡水區,民富街29號
田影文,0938970614,高雄市,大樹區,安和街64號
賴然霄,0989012243,宜蘭縣,大同鄉,泰雅路２段37號之3
蔡盈齊,0925804342,高雄市,永安區,興達路興達巷98號之11
黃千博,0911527115,桃園市,龍潭區,新原路95號
錢嘉蕾,0910698929,彰化縣,二林鎮,原斗里中正巷70號之10
曾易理,0919482994,新北市,新莊區,成功街16號3樓之9
林峻水,0920696254,新北市,三重區,河邊北街77號3樓
鄭冬悦,0923640620,澎湖縣,馬公市,西文澳47號
姜漢瑾,0929124045,臺北市,大安區,金山南路２段86號
林以卓,0988556066,高雄市,楠梓區,惠民路91號
姚暉華,0954227157,新竹縣,竹北市,成功八路40號
翁初立,0922415612,桃園市,龜山區,科技八路57號
姜晤豪,0917257041,雲林縣,西螺鎮,民權街3號3樓之4
陳智翊,0921707022,臺中市,神岡區,陽東營區勇四路33號2樓之9
林寶臻,0954520589,花蓮縣,鳳林鎮,中正路２段50號之17
劉棋馳,0930087737,彰化縣,鹿港鎮,工業東一路100號11樓之14
王保融,0930901179,桃園市,大園區,中正一街71號
王澤風,0930453811,臺中市,潭子區,潭富路２段萬豐巷22號
施名瀟,0925985086,臺東縣,臺東市,吉林路１段93號之2
孫凌悦,0937249671,高雄市,鳳山區,東門街25號
詹瑛芪,0937962846,新北市,淡水區,新市五路１段35號12樓
郭莉谷,0928798804,高雄市,阿蓮區,忠孝路93號7樓
邱採緹,0916348231,雲林縣,虎尾鎮,民主五路82號
呂衞道,0912921114,屏東縣,崁頂鄉,南安巷39號9樓
林容漢,0989617568,臺南市,柳營區,光福四街63號
廖靖鬱,0982019681,宜蘭縣,大同鄉,蘭台45號
謝宥鑫,0920673247,屏東縣,恆春鎮,新厝路97號
趙景流,0963325361,花蓮縣,鳳林鎮,永信路80號12樓
傅剛風,0961405488,桃園市,觀音區,莊敬路29號2樓
林喧煥,0954444514,臺中市,烏日區,五光路復光三巷67號
馮國常,0929293316,臺北市,中山區,松江路36號
馬杉輝,0926551541,花蓮縣,瑞穗鄉,瑞北19號
邱毓琴,0917009877,臺南市,官田區,瓦93號
方念洋,0926826749,臺南市,安南區,田三街26號之10
曾然言,0924506202,雲林縣,虎尾鎮,科園路16號之11
陳澍穎,0938168412,新北市,三峽區,學成路31號
林微琴,0958998210,雲林縣,臺西鄉,海豐路12號之5
李昕爾,0923748127,臺南市,官田區,三塊厝10號7樓之3
張也沛,0954782171,金門縣,金湖鎮,下莊光武路95號
陳媛鬆,0952099585,臺南市,東山區,民治街8號之13
唐舟谷,0924303312,新北市,中和區,新福和街77號
董安得,0922473378,臺南市,南區,鹽館街77號5樓
戴育驥,0938076359,高雄市,茄萣區,仁愛路１段64號10樓
張剛庭,0934648392,臺南市,善化區,西善一路40號
張才益,0921770228,彰化縣,竹塘鄉,竹西路永興巷38號
龔筠遠,0920894836,高雄市,鳳山區,信義街64號7樓之8
潘卿蓁,0968907304,雲林縣,北港鎮,中興街21號
林瑋青,0928691774,高雄市,楠梓區,楠梓加工出口區東七街99號
馮來琦,0919061637,臺東縣,臺東市,中華路１段93號
尤新晶,0954013621,臺中市,潭子區,中山路２段8號4樓之8
曾庭捷,0927539709,高雄市,前鎮區,和誠街37號
黃哲子,0989310930,臺南市,新市區,南科三路38號之16
張妤姿,0936540920,苗栗縣,苗栗市,民權街72號
王玉義,0928313078,屏東縣,新園鄉,港路80號
孫利珺,0932288125,高雄市,六龜區,育樂巷54號之2
錢懋濤,0930057231,臺北市,中正區,永綏街61號9樓
李均棋,0932448691,屏東縣,東港鎮,沿海路47號3樓
呂堯鑫,0935913917,雲林縣,斗六市,六合街21號
黃之芊,0938998118,桃園市,觀音區,福山路３段83號
陳函言,0971024831,嘉義縣,義竹鄉,新店43號
王瑜鋭,0920115206,臺中市,霧峰區,樹仁五街98號2樓
梁允婧,0933171265,金門縣,金湖鎮,環島南路塔后段22號之18
鄭熹璐,0988163592,高雄市,鳥松區,松埔路南巷51號6樓之2
汪易菁,0921272040,新竹縣,湖口鄉,中成路41號
洪元珂,0928926236,臺中市,太平區,工業路64號7樓
施緹靈,0924628262,臺北市,萬華區,環河南路３段80號5樓
姚宏政,0931093048,新北市,鶯歌區,福德一路62號
曾宥照,0938555231,臺中市,沙鹿區,天香新村57號2樓
石湘芯,0986716700,桃園市,中壢區,龍華街１段68號之2
陳家鬆,0931279952,臺北市,松山區,南京東路５段5號10樓
陳博祟,0958201513,苗栗縣,造橋鄉,九車籠98號之6
張凡清,0922679421,雲林縣,斗六市,民生路68號之6
陳樂鴻,0956116842,臺中市,豐原區,向陽路31號
涂昭葉,0917206451,彰化縣,彰化市,平和七街3號2樓之12
陳立萱,0961250324,高雄市,湖內區,中山路１段16號
杜聖郁,0971431285,桃園市,中壢區,福安一街61號
方宥東,0917706952,高雄市,鼓山區,鼓山三路12號
賴丞棠,0936104346,花蓮縣,花蓮市,延平街97號
潘泰祐,0927978429,臺南市,永康區,大灣東路58號
游婧研,0928570820,高雄市,小港區,沿海四路4號9樓
歐丞益,0988308184,雲林縣,崙背鄉,大有7號
陸呈源,0933028438,屏東縣,枋寮鄉,沿海路42號
溫豐雙,0914305374,嘉義縣,朴子市,山通路15號
涂春琴,0923310837,宜蘭縣,宜蘭市,環河路7號2樓之12
錢愛泉,0938702410,雲林縣,口湖鄉,代安街2號之6
蔡樸耿,0963140226,臺北市,士林區,忠誠路２段90號2樓
鍾秀霜,0914299427,雲林縣,斗六市,正心一路39號
龔英遙,0918477263,雲林縣,北港鎮,水源街73號10樓
張梅盧,0937532129,臺中市,西區,精誠二十九街93號之15
白俠晉,0939112430,花蓮縣,花蓮市,建成街71號之11
簡也曉,0917012791,彰化縣,伸港鄉,定興路90號6樓
朱榕琦,0926332534,宜蘭縣,三星鄉,行健三路１段98號
吳孝致,0935787280,新竹縣,竹東鎮,林森路19號4樓
邵林莉,0916117549,新北市,三芝區,淺水灣37號10樓
鄧俊濱,0921407278,臺中市,南屯區,大墩三街90號8樓
李尹沛,0987886123,雲林縣,斗六市,宏德街86號3樓
李娟孝,0987772012,高雄市,梓官區,港四街95號
涂澍雙,0961825386,新竹縣,湖口鄉,天津一街98號之7
吳君紈,0986996517,苗栗縣,公館鄉,五谷61號
張康雷,0912855005,臺中市,南屯區,媽祖巷63號8樓
高煥瑛,0923200816,桃園市,中壢區,普仁22號2樓
陳可港,0913338097,新竹縣,新埔鎮,新關路五埔段38號之15
馬安燕,0915420041,臺中市,西屯區,惠中五街94號4樓之15
鄭平懿,0933941990,嘉義市,西區,力行街52號
黃博旭,0986142559,高雄市,三民區,建德路55號4樓
張一雲,0931659810,新北市,泰山區,楓江路64號
金慈駱,0927813824,高雄市,鳳山區,光復路２段84號9樓
許倩軒,0910095320,苗栗縣,造橋鄉,國光新城23號
田庭維,0937042731,臺南市,永康區,二王路35號之18
楊杭苑,0937739734,臺北市,萬華區,雙園街57號7樓
溫皓舟,0939858952,桃園市,龜山區,蕭厝坑83號
詹婕晨,0925991573,花蓮縣,吉安鄉,勝安一街20號7樓之16
林梓萍,0924221416,臺南市,仁德區,太乙十二街85號12樓
陳孝景,0961714770,臺東縣,大武鄉,學府路45號之2
邱勳靖,0970731219,彰化縣,福興鄉,沿海路３段1號
劉恆材,0972175626,臺中市,大里區,成功路54號之19
鄭潔若,0982672179,嘉義縣,大林鎮,水源新城18號2樓
郭嬌靖,0928158694,臺南市,東山區,惠明街100號
楊芬藍,0917057337,高雄市,三民區,河北一路75號9樓
鄒珊綺,0972094023,宜蘭縣,冬山鄉,柯林新路42號
黃添莘,0971163955,雲林縣,口湖鄉,湖口18號
張依材,0913468333,花蓮縣,光復鄉,復興街22號4樓
李樸照,0935632475,臺中市,龍井區,大同街99號
張琛琪,0968635181,雲林縣,虎尾鎮,三民路12號10樓
劉政泓,0913006474,彰化縣,大城鄉,大埔路63號之11
陳娟綺,0989260476,新北市,新店區,自強路93號
游洋笑,0916939639,臺北市,北投區,立德路3號
戴朋芝,0954852933,屏東縣,潮州鎮,光輪路48號之3
黃宜念,0987226637,花蓮縣,吉安鄉,海岸路71號之8
黃海鬆,0988017092,臺北市,大同區,重慶北路３段17號5樓
林燕金,0928953642,高雄市,鳳山區,南京路42號8樓
涂俊緹,0921710656,臺中市,北區,梅川東路３段81號
林燕茹,0935349535,高雄市,岡山區,民有路67號之20
林月蕊,0920740546,新竹縣,竹北市,白地街67號7樓
孫彥漢,0924365664,屏東縣,恆春鎮,東門路27號10樓
黃念韋,0938663286,桃園市,龍潭區,華映路59號
吳啟耀,0932483724,新竹縣,竹北市,新寮街91號
鄭曄濱,0911376543,彰化縣,伸港鄉,美港公路２段5號
白子燕,0953604116,嘉義縣,朴子市,大同路54號12樓
謝實朋,0926686062,宜蘭縣,三星鄉,人和中路24號
張山庸,0912645357,彰化縣,鹿港鎮,東勢巷45號5樓之1
林彤明,0910704345,高雄市,鳳山區,慈暉新村54號
林泰超,0958822354,高雄市,三民區,民和街12號12樓
張媗瑄,0972426651,新竹縣,芎林鄉,柯子林8號7樓
曾春琦,0911329747,雲林縣,斗南鎮,中興路9號6樓
范全揚,0934434784,宜蘭縣,五結鄉,新店路4號
姜奕洪,0915184888,彰化縣,伸港鄉,大同九街28號
蔡明芷,0936078176,臺北市,松山區,南京東路４段41號2樓
尤志曉,0961712890,新竹縣,竹北市,中正東路11號11樓
林天良,0972772592,屏東縣,萬丹鄉,菜寮路64號7樓之11
蔣勵育,0930247322,高雄市,三民區,昌裕街100號12樓
邱煒霄,0954586307,臺中市,南區,福新街84號11樓
蔡沫禹,0970075941,高雄市,大社區,日新巷23號
李榕泛,0963964244,宜蘭縣,三星鄉,大埔二路55號
許千杉,0956050104,雲林縣,斗六市,三民路42號7樓
康懋琛,0927175636,桃園市,龜山區,忠誠街89號
陸千韻,0914878116,高雄市,三民區,凱歌路50號3樓
古嶽懋,0952432375,彰化縣,北斗鎮,日新巷12號6樓
蔡泓藻,0929879304,新北市,萬里區,公崙95號10樓
張亭函,0922553013,桃園市,中壢區,民族路３段84號
錢凰雪,0954664947,桃園市,平鎮區,康樂路31號
許瀾軒,0960975956,臺中市,太平區,樹德路4號
蔡俠宗,0922613603,桃園市,中壢區,洽溪子46號5樓
董奕潔,0982588216,花蓮縣,吉安鄉,昌隆九街33號3樓之5
陳彥清,0933295062,高雄市,鳳山區,忠水街52號
楊天韶,0968167845,臺中市,后里區,甲后路１段90號3樓之15
盧春軒,0924791779,花蓮縣,吉安鄉,慈惠四街45號
程翔致,0914855623,桃園市,桃園區,大慶街16號
張影鋅,0934308303,桃園市,觀音區,六合二街100號8樓
曾修帆,0928640021,高雄市,旗山區,南寮橫巷10號
王昱樺,0953210444,桃園市,中壢區,長春五路43號12樓
廖濤英,0952876022,桃園市,新屋區,中山西路２段33號
陳紈萱,0923140896,臺北市,士林區,德行東路15號7樓
邱暢燦,0918686615,臺南市,關廟區,文衡路34號6樓
李君展,0952243349,臺南市,安南區,安豐六街13號
賴折瞻,0972475207,新北市,中和區,廣福路98號之2
林名鋒,0911312424,新北市,樹林區,大成路82號
劉庭美,0934306284,桃園市,中壢區,龍平八街89號
林于韻,0938271624,嘉義市,西區,大富東街16號
顏易術,0961047084,花蓮縣,吉安鄉,福興二街21號3樓
廖淇盛,0911353757,桃園市,中壢區,龍和二街7號
陳實潤,0954946553,屏東縣,內埔鄉,朝陽巷46號
彭瑾菲,0920530152,宜蘭縣,蘇澳鎮,蘇南路54號8樓
梁勵爍,0968344702,臺南市,永康區,中華二路89號之2
簡成碩,0986304811,高雄市,湖內區,福生四街23號
盧允樂,0954105542,臺北市,士林區,社子街47號之1
翁雯靈,0933930876,臺中市,大肚區,溪洲路88號
林勛谷,0917267558,新竹市,北區,建國街89號
馮婷菡,0934402880,臺中市,西屯區,環中路２段70號
簡梓榕,0930339522,南投縣,埔里鎮,公誠六街21號
林尚温,0933677769,屏東縣,枋寮鄉,忠誠路74號
張姣美,0916000813,臺南市,新營區,秦漢街74號
陳丞嶽,0926662849,新北市,新店區,寶慶街42號
陳信倫,0952581322,彰化縣,彰化市,中山路１段81號
曾實棋,0936834361,苗栗縣,竹南鎮,龍文街47號之16
廖軒郜,0932156200,桃園市,龜山區,文昌一街40號7樓
廖品琦,0936570875,臺南市,關廟區,民生街4號
朱全冉,0919943838,彰化縣,溪湖鎮,金地路56號12樓
陳函捷,0932371084,臺北市,萬華區,萬大路72號
陸平禎,0931242912,新北市,金山區,中山路新市場54號8樓
周乾叡,0919951514,桃園市,桃園區,民光東路14號
溫寒鋅,0955537744,臺南市,將軍區,北埔63號之6
張朋霄,0914018122,新竹縣,竹北市,光明一路27號
紀千吉,0914699828,南投縣,集集鎮,集集街92號
李汝詩,0934935511,新北市,中和區,景平路93號之12
余卿寧,0911122509,臺中市,南屯區,三厝街62號
王志漢,0930623495,桃園市,蘆竹區,仁愛路３段67號
韓召紫,0989941805,彰化縣,鹿港鎮,有恆街60號
戴曄陽,0971261095,屏東縣,屏東市,民教路13號
范宥龍,0912254632,彰化縣,彰化市,中山路２段41號7樓
