student_id,student_name,tel,address,school,grade,status
s_202101192,吳折樺,0933900051,澎湖縣馬公市貿商街11號,新北市立泰山高級中學,三年級,
s_202101193,溫宸鳳,0960511653,屏東縣屏東市古松西巷98號之4,新北市立新莊高級中學,三年級,
s_202101194,劉欣璐,0954063338,屏東縣鹽埔鄉六合街100號,新北市立新店高級中學,三年級,
s_202101195,廖吉強,0972682914,高雄市美濃區民生路98號,台北市立第一女子高級中學,一年級,
s_202101196,施睿芬,0952390686,花蓮縣秀林鄉水源74號12樓,新北市立鶯歌高級中學,一年級,
s_202101197,陳懋雅,0987312408,彰化縣鹿港鎮民享街85號,台北市立中正高級中學,二年級,
s_202101198,蘇啟水,0910104471,嘉義市東區忠孝二街86號之16,新北市立新店高級中學,三年級,
s_202101199,吳世暉,0958380290,臺東縣鹿野鄉瑞興路72號,新北市立新莊高中,二年級,
s_202101200,馬彥洋,0910976326,高雄市左營區勝利路88號之16,台北市立景美高級中學,三年級,
s_202101201,許峻東,0933582625,高雄市三民區鼎金一巷25號,台北市立大安高級中學,一年級,
s_202101202,陳澍融,0982745755,宜蘭縣宜蘭市負郭路74號8樓,新北市立新店高級中學,三年級,
s_202101203,陳元洪,0931334697,苗栗縣後龍鎮新港一路5號7樓,新北市立三重高級中學,二年級,
s_202101204,姚照駱,0912927357,臺南市安南區尊安一街67號3樓,台北市立光明高級中學,一年級,
s_202101205,彭然珈,0928483384,嘉義縣阿里山鄉達邦99號4樓之12,台北市立松山高級中學,三年級,
s_202101206,張立谷,0932306948,雲林縣斗六市雲林溪攤販區36號3樓,新北市立三芝高級中學,二年級,
s_202101207,戴函政,0939462850,高雄市楠梓區國昌街35號10樓,新北市立新莊高級中學,三年級,
s_202101208,謝蓁鈺,0960901044,新竹市香山區芝柏五街73號,台北市立和平高級中學,三年級,
s_202101209,侯塵楷,0987042632,臺北市萬華區中華路２段24號,台北市立建國高級中學,一年級,
s_202101210,陳勵霖,0930776772,屏東縣潮州鎮新興路4號,新北市立瑞芳高級中學,一年級,
s_202101211,古寒折,0929857274,臺中市梧棲區中央路１段41號之11,台北市立中正高級中學,一年級,
s_202101212,陳之庭,0961257449,雲林縣西螺鎮福興路67號10樓,新北市立五股高級中學,三年級,
s_202101213,林盧青,0927209704,臺南市下營區寮前一街66號,台北市立西松高級中學,一年級,
s_202101214,潘新棋,0919111455,花蓮縣花蓮市民享九街15號之9,新北市立中和高級中學,三年級,
s_202101215,吳哲文,0932904673,臺南市南區新和二路11號之10,台北市立實踐高級中學,三年級,
s_202101216,唐嫣雁,0955749770,桃園市新屋區保安路87號,新北市立林口高級中學,二年級,
s_202101217,許春鈺,0920329105,彰化縣彰化市彰興路２段83號11樓,台北市立大安高級中學,三年級,
s_202101218,黃廷梓,0915682539,彰化縣北斗鎮三永巷40號,新北市立中和高級中學,三年級,
s_202101219,錢影道,0939378962,新北市烏來區瀑布77號,台北市立第一女子高級中學,三年級,
s_202101220,蔣勝瑋,0968449973,臺南市東區東安路62號之16,新北市立深坑高級中學,二年級,
s_202101221,陳慈馨,0932403434,臺南市七股區龍山69號,台北市立實踐高級中學,二年級,
s_202101222,謝惠棠,0923460445,桃園市桃園區樹林四街34號,新北市立板橋高級中學,一年級,
s_202101223,薛珮筑,0935825925,彰化縣埤頭鄉光復東路50號之5,台北市立松山高級中學,三年級,
s_202101224,陳玉鑾,0926622497,屏東縣屏東市萬倉街93號8樓,新北市立新北高級中學,三年級,
s_202101225,姜精霆,0960340859,新北市鶯歌區忠孝街45號之16,新北市立淡水高級中學,二年級,
s_202101226,黃偲芬,0988817101,南投縣名間鄉員集路15號,台北市立建國高級中學,二年級,
s_202101227,謝潞純,0919245759,臺中市北屯區南京東路３段46號9樓,新北市立泰山高級中學,一年級,
s_202101228,林沫詠,0928488230,屏東縣屏東市上海路41號,台北市立西松高級中學,二年級,
s_202101229,呂年敬,0912358399,桃園市大園區致遠一路58號之7,新北市立瑞芳高級中學,一年級,
s_202101230,簡蒨鬆,0919253697,桃園市龜山區大同路98號,新北市立樹林高級中學,二年級,
s_202101231,郭宇瑋,0917449274,臺南市新營區民權路66號,新北市立林口高級中學,三年級,
s_202101232,許可瞻,0972494237,桃園市蘆竹區西康路94號8樓,新北市立三重高級中學,三年級,
s_202101233,連海瑛,0910462136,新竹縣竹東鎮中興路４段67號,新北市立深坑高級中學,三年級,
s_202101234,王千蓁,0988054129,臺中市北區梅川西路４段95號4樓之19,台北市立景美高級中學,二年級,
s_202101235,陸微洪,0939640594,臺東縣臺東市廣州街73號,新北市立新店高級中學,一年級,
s_202101236,袁凱琛,0958381598,雲林縣四湖鄉環湖東路60號,新北市立深坑高級中學,二年級,
s_202101237,劉秉育,0934252811,桃園市觀音區八德二街80號4樓,台北市立南港高級中學,一年級,
s_202101238,李元珍,0938325492,高雄市新興區同愛街45號7樓,新北市立金山高級中學,一年級,
s_202101239,錢年鴻,0933355596,雲林縣褒忠鄉三民路87號,新北市立新莊高級中學,一年級,
s_202101240,王玟璧,0933824577,臺南市歸仁區崙頂二街49號,新北市立金山高級中學,一年級,
s_202101241,李庭辛,0919204800,金門縣金城鎮林湖路31號9樓,台北市立南港高級中學,二年級,
s_202101242,童鑾錦,0955918323,新北市泰山區信華五街35號6樓,台北市立第一女子高級中學,三年級,
s_202101243,蔡保千,0956663710,嘉義縣布袋鎮光復路１段28號6樓,新北市立金山高級中學,三年級,
s_202101244,楊欽遙,0968197628,臺北市士林區和豐街95號,台北市立大安高級中學,三年級,
s_202101245,林翊芊,0939439694,高雄市桃源區興中巷18號,新北市立新北高級中學,三年級,
s_202101246,梁杭泓,0953471069,新竹縣竹北市中華路72號,新北市立樹林高級中學,二年級,
s_202101247,李佑祐,0987753715,臺北市士林區中山北路６段35號11樓,新北市立新北高級中學,一年級,
s_202101248,廖思琦,0912046754,臺北市大同區長安西路11號之14,新北市立三重高級中學,一年級,
s_202101249,林月詠,0936264883,臺中市西屯區至善路35號,新北市立五股高級中學,三年級,
s_202101250,涂宣紈,0958633984,臺中市北屯區松竹路３段93號,台北市立華岡高級中學,一年級,
s_202101251,謝允津,0917029826,彰化縣埔心鄉中山路93號,台北市立實踐高級中學,三年級,
s_202101252,林遠鳴,0925709801,臺南市新營區公誠街93號,新北市立瑞芳高級中學,一年級,
s_202101253,施添靜,0926159609,屏東縣屏東市勝功巷44號7樓,台北市立大直高級中學,二年級,
s_202101254,張育蓁,0935759375,臺北市松山區八德路４段59號之16,新北市立新莊高級中學,三年級,
s_202101255,翁姝娟,0953931881,桃園市龍潭區天龍一巷21號,新北市立土城高級中學,二年級,
s_202101256,蔡秀致,0916034579,臺南市永康區富強路１段33號7樓之15,新北市立瑞芳高級中學,三年級,
s_202101257,郭景雪,0953478000,南投縣南投市同源路六街75號之17,新北市立三重高級中學,三年級,
s_202101258,黃月連,0971897560,臺中市外埔區甲后路36號,台北市立景美高級中學,一年級,
s_202101259,黃敬暢,0987390026,高雄市鼓山區鼓山三路98號,台北市立大安高級中學,二年級,
s_202101260,戴嬋雪,0923983529,嘉義市西區永春二街63號,新北市立五股高級中學,二年級,
s_202101261,周婉晴,0919243365,新竹縣竹北市文興路１段52號,新北市立三峽高級中學,二年級,
s_202101262,紀中雨,0920983377,嘉義市西區文華街80號之16,台北市立第一女子高級中學,二年級,
s_202101263,梁易蕾,0956810694,基隆市中山區德安路61號,新北市立鶯歌高級中學,二年級,已離開
s_202101264,田楚遠,0938333701,新竹縣竹北市勝利十五街15號8樓,新北市立樹林高級中學,三年級,
s_202101265,蘇晟雅,0912402597,屏東縣里港鄉忠貞路5號,台北市立西松高級中學,二年級,
s_202101266,廖函華,0925162613,宜蘭縣三星鄉上將路５段79號,台北市立建國高級中學,二年級,
s_202101267,曹剛潮,0937091943,新北市坪林區北宜路９段14號,台北市立建國高級中學,二年級,已離開
s_202101268,金帆葉,0937056669,臺東縣成功鎮富榮路70號9樓,新北市立淡水高級中學,二年級,
s_202101269,徐理璟,0922013890,嘉義縣朴子市朴子工業區二街95號,新北市立板橋高級中學,二年級,
s_202101270,張初艾,0938554556,屏東縣屏東市東興一橫巷34號,新北市立五股高級中學,二年級,
s_202101271,李展翔,0921525828,屏東縣新埤鄉南松路90號,新北市立板橋高級中學,三年級,
s_202101272,黃智琪,0926801722,臺南市關廟區中山路１段34號4樓,新北市立鶯歌高級中學,三年級,
s_202101273,張晏藴,0936936288,彰化縣溪州鄉文化路100號8樓,台北市立西松高級中學,三年級,
s_202101274,康沐沫,0923616056,臺中市西屯區福祥街83號4樓,新北市立林口高級中學,一年級,
s_202101275,方也璟,0971357417,高雄市鳳山區南安路100號,新北市立三峽高級中學,一年級,
s_202101276,丁哲霄,0936272478,新北市新店區康雅崙路57號,台北市立第一女子高級中學,二年級,
s_202101277,劉保廷,0910692222,臺南市學甲區民權路56號之16,台北市立和平高級中學,三年級,
s_202101278,湯依思,0970720722,彰化縣線西鄉下塭路17號10樓,新北市立三芝高級中學,一年級,
s_202101279,蕭威意,0918414999,屏東縣高樹鄉和興巷44號,台北市立光明高級中學,三年級,
s_202101280,張棋鋅,0910610194,彰化縣田尾鄉新仁路29號9樓,新北市立三峽高級中學,一年級,
s_202101281,盧凡千,0972637916,臺南市歸仁區民權五街11號9樓,私立薇閣高級中學,二年級,
s_202101282,簡熹瓊,0918394445,南投縣南投市順溪南路３段11號,新北市立深坑高級中學,二年級,
s_202101283,陳悟邦,0937552575,新北市五股區凌雲路３段田埔巷83號,新北市立中和高級中學,一年級,
s_202101284,馬吉思,0989887889,臺中市西區自立街85號6樓,台北市立南港高級中學,二年級,
s_202101285,陸曉諄,0910461787,屏東縣萬巒鄉萬和村中正路63號,台北市立西松高級中學,二年級,
s_202101286,許斯旭,0970839251,高雄市橋頭區興樹路東林段58號,新北市立五股高級中學,一年級,已離開
s_202101287,張翔諺,0915988112,桃園市大溪區后尾二橫巷74號,新北市立土城高級中學,三年級,
s_202101288,李家雅,0935061956,臺南市仁德區仁愛16號4樓,台北市立大理高級中學,三年級,
s_202101289,翁婧庭,0935774342,新竹縣竹東鎮東富街55號,私立薇閣高級中學,一年級,
s_202101290,梁柯瑩,0961730071,高雄市林園區鳳林路１段19號,新北市立淡水高級中學,二年級,
s_202101291,孫雪顏,0919845934,桃園市大園區致善路２段73號6樓,台北市立和平高級中學,一年級,
s_202101292,余研雁,0928729497,花蓮縣吉安鄉宜昌四街93號,新北市立深坑高級中學,三年級,
s_202101293,鄒蕾豔,0936331277,新北市中和區中山路３段47號,新北市立新莊高中,一年級,
s_202101294,張偲潞,0986411986,新竹縣竹北市縣政九路72號,新北市立林口高級中學,一年級,
s_202101295,邵林筠,0917983313,嘉義縣梅山鄉日路頭45號,台北市立松山高級中學,一年級,
s_202101296,曾水齊,0988294895,屏東縣東港鎮船頭路41號3樓,新北市立三峽高級中學,二年級,
s_202101297,施庸影,0968451074,屏東縣佳冬鄉光前巷16號12樓,台北市立大同高級中學,二年級,
s_202101298,沈歌芳,0916675773,臺東縣成功鎮長沙街29號12樓,新北市立金山高級中學,三年級,
s_202101299,李婧連,0928432201,臺中市霧峰區四德路47號,新北市立深坑高級中學,三年級,
s_202101300,鄭冠文,0936686577,桃園市平鎮區中豐路莊敬段63號,台北市立大同高級中學,一年級,
s_202101301,陳寶晏,0913335631,臺南市永康區永康街98號10樓之18,新北市立深坑高級中學,三年級,
s_202101302,董可瀟,0989777672,澎湖縣馬公市民樂街29號6樓,台北市立建國高級中學,二年級,
s_202101303,廖志鑾,0916578012,雲林縣褒忠鄉王厝86號,台北市立松山高級中學,三年級,
s_202101304,石丹詠,0923104848,屏東縣霧臺鄉大川巷30號,新北市立瑞芳高級中學,二年級,
s_202101305,陳傑鑫,0938396204,雲林縣斗六市宏福路100號,台北市立大直高級中學,三年級,
s_202101306,曾年清,0934898980,新北市新莊區新北大道２段75號之9,台北市立實踐高級中學,三年級,
s_202101307,劉禹雁,0935349248,新北市三重區三寧街90號,台北市立第一女子高級中學,一年級,
s_202101308,王力月,0986093804,雲林縣水林鄉松中路12號,台北市立華岡高級中學,二年級,
s_202101309,尤均宸,0970619377,雲林縣斗南鎮順安街99號7樓之18,台北市立大安高級中學,二年級,
s_202101310,楊方瑞,0955640242,嘉義縣中埔鄉天望崎35號3樓,台北市立松山高級中學,二年級,
s_202101311,林水謙,0932263868,桃園市楊梅區大平街20號8樓,新北市立中和高級中學,一年級,已離開
s_202101312,陳丞政,0936133515,彰化縣竹塘鄉竹西路中州巷98號,台北市立第一女子高級中學,一年級,
s_202101313,尤紫雨,0911574891,屏東縣佳冬鄉東角路98號10樓,新北市立鶯歌高級中學,三年級,
s_202101314,周園金,0956102617,臺北市大安區羅斯福路３段38號6樓之18,新北市立瑞芳高級中學,一年級,
s_202101315,周儀如,0919284070,臺南市永康區永大路２段57號,台北市立大直高級中學,一年級,
s_202101316,藍懿舒,0925053404,嘉義縣民雄鄉柴頭仔12號,新北市立三芝高級中學,三年級,
s_202101317,陳姝竹,0912934124,高雄市楠梓區芎林一街80號,台北市立中正高級中學,一年級,
s_202101318,林榕琴,0914250731,宜蘭縣大同鄉土場巷95號,台北市立松山高級中學,一年級,
s_202101319,林文鶴,0963643762,彰化縣花壇鄉花秀路6號,新北市立金山高級中學,一年級,
s_202101320,姚元瀚,0934561590,高雄市梓官區仁愛路必信巷42號,新北市立五股高級中學,三年級,
s_202101321,陸雪雲,0986077533,彰化縣大村鄉鎮安橫五巷88號,台北市立南港高級中學,二年級,已離開
s_202101322,周坤熙,0918670793,臺中市北屯區旅順路１段91號之1,新北市立新莊高中,二年級,
s_202101323,王靖麗,0912314280,屏東縣內埔鄉科大路２段1號之4,新北市立五股高級中學,三年級,
s_202101324,曹勝園,0932433556,彰化縣竹塘鄉竹林路１段78號之6,台北市立大安高級中學,二年級,
s_202101325,嚴斯陣,0915178354,桃園市中壢區長興街56號之9,台北市立大安高級中學,二年級,
s_202101326,鄭曉港,0989017971,桃園市蘆竹區大興三街63號3樓之12,台北市立大同高級中學,三年級,
s_202101327,吳一蕊,0927407566,高雄市內門區頂寮59號5樓,新北市立樹林高級中學,二年級,
s_202101328,張以玲,0956084858,臺南市安南區育安街48號,台北市立西松高級中學,二年級,已離開
s_202101329,吳羽邦,0928969243,新北市樹林區保安街２段5號5樓,新北市立深坑高級中學,三年級,
s_202101330,謝以正,0937678278,新竹縣新埔鎮信義街88號,台北市立和平高級中學,三年級,已離開
s_202101331,侯功曉,0937680156,桃園市桃園區保定一街72號之20,新北市立新北高級中學,二年級,
s_202101332,張奇斯,0952596578,新竹縣竹北市豆子埔99號,台北市立華岡高級中學,一年級,
s_202101333,孫嫣晉,0920975935,高雄市前鎮區廣東三街90號之3,台北市立光明高級中學,二年級,
s_202101334,歐勵隆,0932672933,高雄市大樹區中興西路34號之4,台北市立景美高級中學,三年級,
s_202101335,林微琪,0933307754,臺北市大同區承德路２段49號10樓之1,新北市立五股高級中學,二年級,已離開
s_202101336,童哲瑋,0963467676,新北市樹林區和平街98號之16,新北市立新莊高級中學,二年級,
s_202101337,施恆照,0955719035,雲林縣斗六市南京路15號,台北市立和平高級中學,一年級,
s_202101338,薛利萱,0963739922,苗栗縣獅潭鄉北窩47號,新北市立新店高級中學,二年級,
s_202101339,黃妮曄,0927047487,屏東縣屏東市民生東路20號10樓,新北市立新莊高級中學,二年級,
s_202101340,劉彥淳,0939717720,雲林縣西螺鎮高速公路加油站11號7樓,新北市立淡水高級中學,二年級,
s_202101341,康熙盈,0932754135,高雄市甲仙區錦地巷66號9樓之14,台北市立大理高級中學,三年級,
s_202101342,黃品裕,0955679845,臺中市豐原區長壽路北三巷35號,台北市立南港高級中學,一年級,
s_202101343,周婉漩,0960820174,臺中市后里區內東路廣利巷27號,台北市立建國高級中學,一年級,
s_202101344,董瑾芝,0921994273,雲林縣斗六市文德街6號,新北市立五股高級中學,二年級,
s_202101345,蘇允綺,0987143097,臺北市文山區木新路３段67號,新北市立淡水高級中學,二年級,
s_202101346,詹立謙,0958695231,彰化縣鹿港鎮彰鹿路８段9號9樓,台北市立南港高級中學,一年級,
s_202101347,曾諄豐,0918407435,桃園市平鎮區貿東路60號,台北市立松山高級中學,二年級,
s_202101348,方崇方,0958152925,高雄市永安區維新路光明七巷78號之13,新北市立新店高級中學,一年級,
s_202101349,王修谷,0934396233,雲林縣口湖鄉中南街38號,新北市立中和高級中學,一年級,
s_202101350,王威浩,0982513447,新北市三芝區車新路74號之13,新北市立土城高級中學,三年級,
s_202101351,王磊蓁,0918435078,臺中市東勢區石城街上石嵙巷67號,新北市立中和高級中學,三年級,
s_202101352,丁安靜,0910487438,臺南市北區大武街36號10樓,台北市立和平高級中學,二年級,
s_202101353,葉凱曄,0971264267,苗栗縣大湖鄉內雙坑93號,新北市立鶯歌高級中學,一年級,
s_202101354,范呈帆,0929425499,高雄市左營區店仔頂街95號7樓,新北市立樹林高級中學,三年級,
s_202101355,袁璟騏,0933305081,高雄市鼓山區明倫路46號,台北市立大同高級中學,一年級,
s_202101356,施芯霞,0972717304,新北市三芝區聽濤街98號9樓,新北市立中和高級中學,一年級,
s_202101357,唐婉採,0934626299,屏東縣長治鄉福德街82號,新北市立林口高級中學,二年級,
s_202101358,金銀靜,0955068500,高雄市三民區自由一路52號之12,台北市立景美高級中學,三年級,
s_202101359,余嘉方,0918292284,臺中市沙鹿區中清路５段38號,台北市立和平高級中學,二年級,
s_202101360,鄭慧琉,0930514412,屏東縣屏東市大連路99號,新北市立三芝高級中學,二年級,
s_202101361,陳文淇,0915412765,臺中市豐原區萬年路73號,台北市立南港高級中學,二年級,
s_202101362,賴晤馳,0919934717,高雄市新興區民有街72號,台北市立大理高級中學,二年級,
s_202101363,黃昭瑛,0917230552,苗栗縣公館鄉鶴山66號之15,台北市立大直高級中學,二年級,
s_202101364,鄭羚飛,0939060865,臺中市沙鹿區三民路65號12樓,台北市立景美高級中學,一年級,
s_202101365,劉維飄,0924134702,新北市新莊區昌隆街30號,新北市立三芝高級中學,二年級,
s_202101366,連秋菡,0922750315,臺北市大安區信義路３段57號11樓之20,新北市立板橋高級中學,三年級,
s_202101367,張慈照,0936383754,花蓮縣玉里鎮自強四街45號10樓,台北市立大直高級中學,三年級,
s_202101368,陳媗舒,0956366888,新竹縣竹東鎮五豐三路51號,台北市立南港高級中學,二年級,
s_202101369,張世奇,0955310787,新北市三重區重新路３段17號,新北市立五股高級中學,二年級,
s_202101370,黎尹敏,0913962403,臺中市太平區樹德九街1號11樓,台北市立南港高級中學,一年級,
s_202101371,吳立謙,0972602097,高雄市田寮區鹿埔路鹿北巷37號,新北市立樹林高級中學,三年級,
s_202101372,孫彤業,0913233747,臺中市潭子區頭張路２段66號,新北市立新莊高中,三年級,
s_202101373,卓歆芝,0963246508,彰化縣彰化市竹和路34號之9,新北市立林口高級中學,一年級,
s_202101374,姚記鳴,0954560960,南投縣埔里鎮學府二巷37號,台北市立大直高級中學,一年級,
s_202101375,謝慶龍,0916853336,雲林縣西螺鎮大橋南路33號11樓,台北市立大直高級中學,三年級,
s_202101376,林堯林,0921533837,桃園市桃園區國強八街54號,新北市立三芝高級中學,一年級,
s_202101377,龔勁君,0913944574,臺中市大雅區中山六路31號之9,台北市立大理高級中學,三年級,
s_202101378,吳宜詠,0968360115,新北市板橋區中山路２段91號,私立薇閣高級中學,二年級,
s_202101379,盧明春,0910635107,新竹縣竹北市鹿場89號之6,新北市立林口高級中學,一年級,
s_202101380,陳川霆,0961756514,新竹縣湖口鄉三元路１段95號,新北市立五股高級中學,二年級,已離開
s_202101381,張楚韻,0911802260,臺中市西區五權八街61號,台北市立建國高級中學,三年級,
s_202101382,杜鋒鑾,0955546773,臺中市梧棲區博愛北路66號,新北市立瑞芳高級中學,二年級,
s_202101383,江濱齊,0952055920,基隆市中正區棉花嶼34號,台北市立大理高級中學,二年級,
s_202101384,丁杭羽,0971887544,臺中市太平區宜欣二街48號,新北市立五股高級中學,一年級,
s_202101385,沈曉馨,0937034488,臺中市南屯區仁德巷40號,新北市立林口高級中學,一年級,
s_202101386,侯欣藍,0921380192,花蓮縣玉里鎮台鳳街62號,新北市立三峽高級中學,一年級,
s_202101387,楊謙鬆,0989558003,嘉義市西區重慶路46號11樓,新北市立林口高級中學,一年級,
s_202101388,湯建蕾,0970200626,新竹市北區南勢街12號,新北市立深坑高級中學,三年級,
s_202101389,杜坤嶽,0936518173,彰化縣彰化市東民街47號,台北市立光明高級中學,一年級,
s_202101390,謝宜淇,0913583837,新北市泰山區半山雅90號,新北市立新北高級中學,二年級,
s_202101391,石榕雁,0915806984,花蓮縣花蓮市沙基拉雅街37號,新北市立中和高級中學,一年級,
s_202101392,白嬋漢,0936143588,花蓮縣光復鄉西富路60號之4,新北市立新北高級中學,三年級,
s_202101393,唐克莎,0987083386,新竹縣湖口鄉蘭州三街84號,台北市立中山高級中學,一年級,已離開
s_202101394,陳恬新,0917037661,屏東縣恆春鎮省北路２段32號,新北市立樹林高級中學,三年級,
s_202101395,施庭璟,0971403639,臺南市安南區田二街38號9樓之18,台北市立中山高級中學,三年級,
s_202101396,馮珊辰,0921588360,臺南市麻豆區寮子89號4樓,新北市立三芝高級中學,三年級,
s_202101397,康洪禹,0923736370,臺北市大安區仁愛路４段91號6樓,台北市立華岡高級中學,二年級,
s_202101398,蔡沐竹,0918857261,雲林縣四湖鄉子寮1號9樓,私立薇閣高級中學,三年級,
s_202101399,涂臻芸,0930093492,臺南市六甲區中社69號2樓,新北市立樹林高級中學,三年級,
s_202101400,沈祺運,0963721199,宜蘭縣冬山鄉寶圳路30號,新北市立土城高級中學,二年級,
s_202101401,彭凌真,0936083165,苗栗縣銅鑼鄉龍泉11號,台北市立西松高級中學,三年級,
s_202101402,陳筠舒,0921521392,臺東縣關山鎮大安路69號3樓之2,台北市立第一女子高級中學,三年級,
s_202101403,鐘凝卓,0917487739,彰化縣彰化市天祥路25號12樓,新北市立板橋高級中學,三年級,
s_202101404,徐任曉,0987958388,屏東縣屏東市頂宅街36號之15,台北市立大安高級中學,三年級,
s_202101405,黃採韋,0931108047,南投縣草屯鎮東山路仁德巷89號之3,新北市立新莊高中,一年級,
s_202101406,陳祉萬,0932323838,臺中市南區復興北路64號12樓,新北市立鶯歌高級中學,一年級,
s_202101407,吳洢璐,0923767485,屏東縣萬丹鄉萬竹路47號之14,新北市立林口高級中學,三年級,
s_202101408,黃初夢,0934325631,臺北市大安區基隆路４段35號9樓,台北市立中山高級中學,三年級,
s_202101409,張奕駱,0963307450,彰化縣彰化市光復路15號5樓,新北市立板橋高級中學,二年級,
s_202101410,蘇瑾飄,0960836524,苗栗縣頭屋鄉明德路56號,新北市立深坑高級中學,一年級,
s_202101411,張孝雯,0925218396,雲林縣斗六市萬年北路19號,新北市立新店高級中學,二年級,
s_202101412,張乾凱,0988777727,花蓮縣壽豐鄉理想路5號之5,台北市立建國高級中學,二年級,
s_202101413,石潞軒,0963493655,苗栗縣頭份市八德二路66號7樓之13,新北市立三峽高級中學,二年級,
s_202101414,張勳祟,0988982758,高雄市六龜區水田22號2樓,新北市立樹林高級中學,一年級,
s_202101415,何豪鴻,0987704474,高雄市大寮區鳳屏一路64號之3,新北市立泰山高級中學,二年級,
s_202101416,黃昌潮,0937579605,桃園市桃園區國強一街96號3樓,台北市立大同高級中學,二年級,
s_202101417,林宏琛,0937716718,臺中市西屯區精明一街54號,台北市立光明高級中學,二年級,已離開
s_202101418,蕭瑞鬆,0915105864,桃園市大園區大豐三街42號10樓,新北市立深坑高級中學,三年級,
s_202101419,吳梓辛,0958202889,新北市三重區永德街84號之11,台北市立西松高級中學,三年級,
s_202101420,姚達雙,0927246917,高雄市前鎮區大華二路37號,台北市立中正高級中學,三年級,
s_202101421,馮嘉泓,0928733845,嘉義市西區博愛路１段16號,新北市立板橋高級中學,一年級,
s_202101422,魏維致,0972303345,臺中市西屯區永福路50號,新北市立中和高級中學,二年級,
s_202101423,洪保海,0919060091,苗栗縣大湖鄉社寮角82號,新北市立土城高級中學,三年級,已離開
s_202101424,鐘樹鑫,0927868604,臺南市關廟區中山路２段35號11樓,台北市立和平高級中學,三年級,
s_202101425,陳孝綺,0927686721,宜蘭縣宜蘭市民權路１段56號,新北市立三芝高級中學,一年級,
s_202101426,高萬進,0912633580,臺南市東區仁東街35號,台北市立大同高級中學,一年級,
s_202101427,陳子梓,0922877902,臺中市大里區新仁路１段39號,台北市立西松高級中學,一年級,
s_202101428,施品哲,0971133693,臺中市外埔區甲后路幸福一巷96號,台北市立西松高級中學,二年級,
s_202101429,蔡立鑫,0920535168,臺中市大甲區順帆七街29號2樓之20,台北市立南港高級中學,二年級,
s_202101430,陳儀研,0928090194,南投縣水里鄉民族路27號,台北市立和平高級中學,二年級,
s_202101431,唐清鷺,0934514622,花蓮縣吉安鄉華工五路77號4樓之5,台北市立中正高級中學,一年級,
s_202101432,郭榮育,0953646588,苗栗縣苗栗市中正路67號,新北市立新莊高級中學,二年級,
s_202101433,邱凱嶽,0960670349,苗栗縣頭份市東民路57號之13,新北市立深坑高級中學,一年級,
s_202101434,石媗玲,0989392662,臺中市清水區高美路65號3樓之12,新北市立土城高級中學,一年級,
s_202101435,李慶衞,0915562070,新北市八里區龍米路１段90號之7,新北市立中和高級中學,二年級,
s_202101436,嚴玉羽,0925290944,新竹縣新豐鄉埔頂78號6樓,新北市立泰山高級中學,二年級,
s_202101437,廖光威,0968037519,宜蘭縣冬山鄉中華路27號,新北市立三芝高級中學,一年級,
s_202101438,詹佳吉,0933675202,高雄市仁武區德榮街7號,新北市立中和高級中學,一年級,
s_202101439,童俠馳,0935959090,彰化縣竹塘鄉竹元村竹西路31號,台北市立松山高級中學,三年級,
s_202101440,王妮漩,0912162720,嘉義縣鹿草鄉鹿草47號之1,台北市立南港高級中學,一年級,
s_202101441,金升卓,0935650885,桃園市中壢區德泉街74號,新北市立新莊高中,三年級,
s_202101442,吳泉雨,0927328636,臺北市中正區忠孝東路１段2號10樓,台北市立中山高級中學,一年級,
s_202101443,胡蓓鬱,0928457611,臺中市西屯區西墩北巷83號,台北市立第一女子高級中學,三年級,
s_202101444,吳寶祉,0933165395,南投縣信義鄉民生巷93號,新北市立泰山高級中學,二年級,
s_202101445,葉劉知,0926004411,新北市新店區中正路7號,新北市立三重高級中學,一年級,
s_202101446,林洪雯,0988259126,彰化縣和美鎮仁壽路27號,新北市立林口高級中學,三年級,
s_202101447,鄒南盈,0931979673,苗栗縣苗栗市福麗16號之7,新北市立中和高級中學,三年級,
s_202101448,朱如玉,0938198799,臺南市官田區實踐街58號,台北市立中正高級中學,三年級,
s_202101449,何昕源,0956302911,臺南市永康區中正南路12號,台北市立實踐高級中學,三年級,已離開
s_202101450,李宥銘,0925560165,金門縣金沙鎮新前墩16號,新北市立三芝高級中學,三年級,已離開
s_202101451,謝愛璇,0920991832,臺南市下營區中正北路78號之4,新北市立淡水高級中學,二年級,
s_202101452,施函欣,0929222874,臺中市北屯區貿易巷85號,台北市立華岡高級中學,二年級,
s_202101453,許泛珊,0960148592,新北市八里區頂罟二路87號,新北市立新莊高級中學,三年級,
s_202101454,杜念揚,0915475171,嘉義縣梅山鄉中樟湖90號8樓之11,台北市立和平高級中學,三年級,
s_202101455,郭容聰,0910032424,桃園市大園區平安路17號10樓,新北市立板橋高級中學,一年級,
s_202101456,王明鬆,0968691123,新竹縣湖口鄉維東八街5號7樓之11,新北市立三芝高級中學,一年級,
s_202101457,謝恩拓,0912123588,南投縣竹山鎮大智路98號,台北市立西松高級中學,二年級,
s_202101458,戴嬡義,0927594060,南投縣魚池鄉文化巷75號9樓,台北市立光明高級中學,一年級,
s_202101459,張剛波,0922454011,臺中市南區三民西路3號之19,台北市立和平高級中學,二年級,
